Gene_Symbol,Protein_Name,Matrisome_Category,Matrisome_Division,N_Tissues,N_Measurements,Direction_Consistency,Predominant_Direction,N_Upregulated,N_Downregulated,Mean_Zscore_Delta,Abs_Mean_Zscore_Delta,Median_Zscore_Delta,Std_Zscore_Delta,N_Strong_Effects,Strong_Effect_Rate,T_Statistic,P_Value,Universality_Score
SERPING1,Plasma protease C1 inhibitor,ECM Regulators,Matrisome-associated,9,11,0.6363636363636364,UP,7,4,0.1312701030486123,0.3689692991668984,0.197432878053725,0.4411791936890656,2,0.18181818181818182,0.9868409123354495,0.3469957600659639,0.5172303982243527
CLEC3B,Tetranectin,ECM-affiliated Proteins,Matrisome-associated,5,5,0.6,UP,3,2,0.027271992888374362,0.3325466855200863,0.0016763413513338,0.422984350510916,1,0.2,0.14417088931691374,0.8923375154888133,0.3230224595718931
COL5A2,Collagen alpha-2(V) chain,Collagens,Core matrisome,10,12,0.8333333333333334,DOWN,2,10,-0.3188882451115848,0.3319290810702744,-0.26937699295399453,0.34016159590747624,3,0.25,-3.247460319535755,0.0077702254404654475,0.6581094512542285
S100A9,Protein S100-A9,Secreted Factors,Matrisome-associated,10,10,0.6,UP,6,4,0.22398606812151564,0.40710704126768976,0.21611259706683966,0.44355829890566334,4,0.4,1.5968727023192621,0.14475851693650377,0.5682295889747624
S100A6,Protein S100-A6,Secreted Factors,Matrisome-associated,6,6,0.6666666666666666,UP,4,2,0.03753318869526468,0.14744769744453748,0.06690501689449731,0.18402443932913864,0,0.0,0.49959212514464607,0.6385664022559705,0.3929138422344361
SERPINE2,Glia-derived nexin,ECM Regulators,Matrisome-associated,6,6,0.8333333333333334,UP,5,1,0.23012966724943093,0.3798875662849645,0.23879890476124344,0.4128232747969157,1,0.16666666666666666,1.3654759647815249,0.2303262097711627,0.5478058676154404
CTSD,Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain,ECM Regulators,Matrisome-associated,8,8,0.75,UP,6,2,0.28317707730497677,0.3793490723290717,0.3903407566639469,0.3357717025267903,2,0.25,2.385387811207348,0.0484964633555224,0.594412085150038
ANXA2;ANXA2P2,Annexin A2;Putative annexin A2-like protein,ECM-affiliated Proteins,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.25347078178707405,0.3171527265215269,-0.3182372869541592,0.3215403549373753,1,0.3333333333333333,-1.365378452651527,0.30542368535482844,0.42357171205177524
DCN,Decorin,Proteoglycans,Core matrisome,10,10,0.6,UP,6,4,0.018629437468244782,0.2582169207668651,0.07831950751987089,0.31393861221725405,1,0.1,0.18765278189662735,0.8553113634096566,0.41123000763004924
CTSB,Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain,ECM Regulators,Matrisome-associated,9,9,0.5555555555555556,DOWN,4,5,0.14350976711182642,0.3145532802101764,-0.0290912286613251,0.4018572411649842,2,0.2222222222222222,1.071348870278845,0.3152660626676399,0.49389231156592095
LAMB1,Laminin subunit beta-1,ECM Glycoproteins,Core matrisome,10,10,0.8,DOWN,2,8,-0.3638260314937579,0.44761868548815115,-0.25326638847001326,0.6879915970163697,1,0.1,-1.6722863136263757,0.12879904424901925,0.6354726479343055
THBS1,Thrombospondin-1,ECM Glycoproteins,Core matrisome,7,7,0.5714285714285714,DOWN,3,4,-0.12095134877683658,0.3129362108550315,-0.0466852714828034,0.3809662767558938,1,0.14285714285714285,-0.8399882328860101,0.4331046844434024,0.4396306673900999
COL1A2,Collagen alpha-2(I) chain,Collagens,Core matrisome,10,10,0.7,DOWN,3,7,-0.14823116138223327,0.22507873301003486,-0.08049446187973494,0.27518481502968967,1,0.1,-1.7033937360579903,0.1226947893977688,0.5844395036567439
ANXA6,Annexin A6,ECM-affiliated Proteins,Matrisome-associated,10,12,0.75,DOWN,3,9,-0.08879856131628154,0.3273154445561062,-0.11463369354087385,0.4687934222710144,2,0.16666666666666666,-0.6561679943960665,0.525203944635916,0.5291613437637215
SERPINA6,Corticosteroid-binding globulin,ECM Regulators,Matrisome-associated,6,6,0.8333333333333334,UP,5,1,0.805316833496875,0.8420350611976183,0.7782757129025198,0.7560848697067174,4,0.6666666666666666,2.6089866394316212,0.0477281820113675,0.6305402226586648
MMP2,72 kDa type IV collagenase;PEX,ECM Regulators,Matrisome-associated,5,5,0.6,UP,3,2,0.436261963271017,0.6717281465443553,0.6075158494174555,0.7501062748871885,3,0.6,1.3004975941818666,0.2632970061014283,0.48274870755179694
MMP3,Stromelysin-1,ECM Regulators,Matrisome-associated,3,3,1.0,UP,3,0,0.2791378212647263,0.2791378212647263,0.4107152999992891,0.23257870249138393,0,0.0,2.0787840140371285,0.173191959886914,0.546216566619678
INHBA,Inhibin beta A chain,Secreted Factors,Matrisome-associated,3,3,1.0,UP,3,0,0.30496775933932657,0.30496775933932657,0.1376485029455975,0.3759973898377219,1,0.3333333333333333,1.4048492572624718,0.29524595982484125,0.5243887604395526
SERPINF2,Alpha-2-antiplasmin,ECM Regulators,Matrisome-associated,10,10,0.6,UP,6,4,0.521004156470529,0.6283144136521013,0.19715490886017023,0.787460544615956,4,0.4,2.09224426052373,0.0659428600764335,0.6061134575852175
ANXA5,Annexin A5,ECM-affiliated Proteins,Matrisome-associated,9,9,0.6666666666666666,DOWN,3,6,0.06104716810429794,0.425226711367379,-0.0549799424304322,0.7072464739628022,2,0.2222222222222222,0.2589500422486747,0.8022121468119245,0.4409037711861177
LGALS1,Galectin-1,ECM-affiliated Proteins,Matrisome-associated,10,10,0.5,DOWN,5,5,-0.05590835253597215,0.43111832275491213,0.01801077215610275,0.5822243820451228,4,0.4,-0.30365910410742797,0.7682904446307797,0.4159243315846294
SPARC,SPARC,ECM Glycoproteins,Core matrisome,7,7,0.7142857142857143,DOWN,2,5,-0.057609352805623036,0.30103748161326,-0.1299093396576097,0.4293104831334036,2,0.2857142857142857,-0.3550344720273155,0.7347103940356645,0.42097679540461325
ANXA4,Annexin A4,ECM-affiliated Proteins,Matrisome-associated,10,10,0.8,DOWN,2,8,-0.1605981245102132,0.34696995379164414,-0.20150167707767125,0.4184913725786039,2,0.2,-1.2135396203614643,0.2558091815525518,0.6000057473039482
SPP1,Osteopontin,ECM Glycoproteins,Core matrisome,3,3,1.0,DOWN,0,3,-0.45150912804633364,0.45150912804633364,-0.3050124798584225,0.33835668881391623,1,0.3333333333333333,-2.311279119673214,0.14700816225940216,0.5686904568233411
C7,Complement component C7,Secreted Factors,Matrisome-associated,6,6,0.8333333333333334,UP,5,1,0.8861453129831608,0.9135383547470933,0.7510671406860893,0.7778992069938816,5,0.8333333333333334,2.7903407475574324,0.038429406437550655,0.6395503071283757
HAPLN1,Hyaluronan and proteoglycan link protein 1,Proteoglycans,Core matrisome,5,5,0.6,DOWN,2,3,-0.012340768356902298,0.2904638454722166,-0.1281761240055716,0.416876519054626,1,0.2,-0.06619417424418668,0.9503996361498476,0.3072017514348992
LAMC1,Laminin subunit gamma-1,ECM Glycoproteins,Core matrisome,11,13,0.6923076923076923,DOWN,4,9,-0.027675772321803536,0.26463943238571547,-0.1013805746549781,0.3320649213990187,2,0.15384615384615385,-0.30050273233896785,0.7689362675436906,0.47448664448096467
COL11A1,Collagen alpha-1(XI) chain,Collagens,Core matrisome,6,6,1.0,DOWN,0,6,-0.38486300899003795,0.38486300899003795,-0.39355599136955477,0.1623558898940146,1,0.16666666666666666,-5.8064908733103024,0.0021367796762476366,0.6439412979049308
COL6A1,Collagen alpha-1(VI) chain,Collagens,Core matrisome,10,10,0.8,DOWN,2,8,-0.18821859479151426,0.2067208018697774,-0.2165626701448132,0.17627207478996823,0,0.0,-3.3765952902448233,0.008170998321293456,0.6355084687580133
COL6A2,Collagen alpha-2(VI) chain,Collagens,Core matrisome,10,10,0.7,DOWN,3,7,-0.11689203379887134,0.2468509982705623,-0.17147266858054183,0.2864051697139843,1,0.1,-1.290636853737523,0.22899750374582536,0.5653561873131853
COL6A3,Collagen alpha-3(VI) chain,Collagens,Core matrisome,10,10,1.0,DOWN,0,10,-0.23693761302975114,0.23693761302975114,-0.1386287803371073,0.29356595738925984,1,0.1,-2.5522799959536937,0.031078272535028505,0.6939486950312634
BMP1,Bone morphogenetic protein 1,ECM Regulators,Matrisome-associated,2,2,0.5,DOWN,1,1,-0.24181520521047228,0.2434033965262603,-0.24181520521047228,0.3442243844951136,0,0.0,,,0.20963445729968486
VCAN,Versican core protein,Proteoglycans,Core matrisome,10,12,0.75,DOWN,3,9,-0.1628016036964313,0.24178853903960276,-0.1782966961976562,0.2585222728781935,1,0.08333333333333333,-2.1814805046896004,0.05173142821107854,0.6153031564970387
P4HA1,Prolyl 4-hydroxylase subunit alpha-1,ECM Regulators,Matrisome-associated,6,6,0.8333333333333334,DOWN,1,5,-0.2589751682382858,0.2820061786622898,-0.2512967835536085,0.2505120774365144,2,0.3333333333333333,-2.532241258491778,0.05238665296958739,0.5736056402134879
COL11A2,Collagen alpha-2(XI) chain,Collagens,Core matrisome,5,5,0.8,DOWN,1,4,-0.5354841120873555,0.7913010413229076,-0.7750364855677185,0.7162884479644803,4,0.8,-1.6716434264731015,0.16991306767890063,0.5733827847141577
NID1,Nidogen-1,ECM Glycoproteins,Core matrisome,10,10,0.5,DOWN,5,5,-0.1104290606170093,0.20003826405315933,-0.029987905161044402,0.28992293710424255,1,0.1,-1.2044833530952739,0.2591208770677285,0.4946502392270644
TIMP2,Metalloproteinase inhibitor 2,ECM Regulators,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.04418391496097246,0.07776581770651719,-0.0824415603284977,0.08238392239537384,0,0.0,-0.9289286472964088,0.45099205740262327,0.3705193467607153
ACAN,Aggrecan core protein;Aggrecan core protein 2,Proteoglycans,Core matrisome,5,5,0.6,UP,3,2,0.04174398552878804,0.10652326841533548,0.0681423338839402,0.1233435305481458,0,0.0,0.7567676138287803,0.4913166815096752,0.38062428465724557
LGALS3,Galectin-3,ECM-affiliated Proteins,Matrisome-associated,10,10,0.6,DOWN,4,6,-0.17798952279439367,0.4057232854677137,-0.0964836969728122,0.5443299047881727,4,0.4,-1.0340278693594411,0.3281073940026857,0.5314214379815283
IGFBP3,Insulin-like growth factor-binding protein 3,ECM Glycoproteins,Core matrisome,4,4,1.0,UP,4,0,0.09365598338169633,0.09365598338169633,0.0859093538905558,0.060174994584686246,0,0.0,3.112787430330091,0.05276683230914787,0.5694004671704578
ITIH2,Inter-alpha-trypsin inhibitor heavy chain H2,ECM Regulators,Matrisome-associated,7,7,0.7142857142857143,UP,5,2,0.6666541582062119,1.062881068915255,0.2511965449163372,1.3263388423375575,4,0.5714285714285714,1.329826931700348,0.2318939246761481,0.5977244480067161
ITIH1,Inter-alpha-trypsin inhibitor heavy chain H1,ECM Regulators,Matrisome-associated,10,10,0.7,UP,7,3,0.5338200839586703,0.7448794250647542,0.2892304122761128,0.9865262258814255,4,0.4,1.711142878683703,0.12121588077192015,0.6367153545873856
ANXA7,Annexin A7,ECM-affiliated Proteins,Matrisome-associated,10,10,0.8,DOWN,2,8,-0.22539963077476707,0.37165239280606144,-0.20372273285232445,0.4446962800085605,2,0.2,-1.6028382719898757,0.14343398059068774,0.6249490313977628
OGN,Mimecan,Proteoglycans,Core matrisome,10,10,0.8,UP,8,2,0.1544387370502403,0.25038357403134925,0.1813763347399908,0.2562913497593241,1,0.1,1.9055585313246644,0.08909251642281879,0.6236904423538654
COL9A1,Collagen alpha-1(IX) chain,Collagens,Core matrisome,3,3,1.0,DOWN,0,3,-0.8655147365797496,0.8655147365797496,-0.8291253669870793,0.1731134525465237,3,1.0,-8.659728498297017,0.013074013303209162,0.6368778474679214
COL5A1,Collagen alpha-1(V) chain,Collagens,Core matrisome,10,10,0.8,DOWN,2,8,-0.3305389299163704,0.373521457335352,-0.29061425341346525,0.3207521365672764,4,0.4,-3.258765117130441,0.009858184451040175,0.6518510970786213
PTN,Pleiotrophin,Secreted Factors,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.17059357445175224,0.3694134008373315,-0.1443373224528046,0.4824875476355575,1,0.3333333333333333,-0.6124028274785746,0.6026236860923043,0.36935777933586056
BGN,Biglycan,Proteoglycans,Core matrisome,10,11,0.5454545454545454,DOWN,5,6,0.06618446882578416,0.1651034663540924,-0.0024775106625811,0.2806252478424249,1,0.09090909090909091,0.7822141868266871,0.4522126767275807,0.4661747631615508
TGM2,Protein-glutamine gamma-glutamyltransferase 2,ECM Regulators,Matrisome-associated,9,9,0.6666666666666666,DOWN,3,6,-0.09321735881570616,0.14415896401788894,-0.0760084037021099,0.1584514074151093,0,0.0,-1.7649074944123972,0.11557960633783093,0.5501235045459874
TNXB,Tenascin-X,ECM Glycoproteins,Core matrisome,8,8,0.875,DOWN,1,7,-0.6400983568310905,0.7047557533071689,-0.5040375891732015,0.6529983223478175,4,0.5,-2.772551617678093,0.02759252780429385,0.6686335403580934
FBLN1,Fibulin-1,ECM Glycoproteins,Core matrisome,9,11,0.5454545454545454,DOWN,5,6,0.03147629050623903,0.22747877559823448,-0.1152935877260124,0.26944265126235767,1,0.09090909090909091,0.3874481078341628,0.7065430062213072,0.4038991693636903
