Dataset_Name,Organ,Compartment,Abundance_Old,Abundance_Old_transformed,Abundance_Young,Abundance_Young_transformed,Canonical_Gene_Symbol,Gene_Symbol,Match_Confidence,Match_Level,Matrisome_Category,Matrisome_Division,Method,N_Profiles_Old,N_Profiles_Young,Protein_ID,Protein_Name,Species,Study_ID,Tissue,Tissue_Compartment,Zscore_Delta,Zscore_Old,Zscore_Young,Data_Quality
Tam_2020,Intervertebral_disc,NP,1.5843169236501229,,0.9866998452316952,,SERPINA3,SERPINA3,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01011,Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.602697316587018,1.5977849244776283,0.9950876078906103,Original
Tam_2020,Intervertebral_disc,NP,0.6461928164033508,,0.06488372646487696,,AGT,AGT,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01019,Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.5862506967517687,0.651685988417191,0.06543529166542236,Original
Tam_2020,Intervertebral_disc,NP,2.166955161782625,,1.2062543884031947,,A2M,A2M,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01023,Alpha-2-macroglobulin,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.9688675224797614,2.18537606827955,1.2165085457997888,Original
Tam_2020,Intervertebral_disc,NP,0.8825738101163113,,0.7494138995568382,,TIMP1,TIMP1,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01033,Metalloproteinase inhibitor 1,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.13429187964901212,0.890076415578352,0.7557845359293399,Original
Tam_2020,Intervertebral_disc,NP,0.114722070449581,,0.3088154131098888,,CST3,CST3,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01034,Cystatin-C,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.19574329618951697,0.11569730268795685,0.31144059887747383,Original
Tam_2020,Intervertebral_disc,NP,1.1262698321879097,,-1.0187019820733567,,KNG1,KNG1,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,1.0,P01042,Kininogen-1;Kininogen-1 heavy chain;T-kinin;Bradykinin;Lysyl-bradykinin;Kininogen-1 light chain;Low molecular weight growth-promoting factor,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,2.1632058441691777,1.1358440548737054,-1.0273617892954723,Original
Tam_2020,Intervertebral_disc,NP,-0.47774809368557747,,-0.5623422489567583,,TGFB1,TGFB1,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01137,Transforming growth factor beta-1;Latency-associated peptide,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.08531327537662636,-0.48180934659845576,-0.5671226219750821,Original
Tam_2020,Intervertebral_disc,NP,-0.7225564525436727,,-0.6957472506725747,,IGF2,IGF2,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),2.0,1.0,P01344,Insulin-like growth factor II;Insulin-like growth factor II;Insulin-like growth factor II Ala-25 Del;Preptin,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.027037102203155805,-0.7286987784606094,-0.7016616762574536,Original
Tam_2020,Intervertebral_disc,NP,0.5973725433757767,,0.5203856405342643,,COL1A1,COL1A1,100.0,Level 1: Gene Symbol,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P02452,Collagen alpha-1(I) chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.07764135502573055,0.6024507027947761,0.5248093477690455,Original
Tam_2020,Intervertebral_disc,NP,1.3601904877544726,,2.5185101458124217,,COL2A1,COL2A1,100.0,Level 1: Gene Symbol,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P02458,Collagen alpha-1(II) chain;Collagen alpha-1(II) chain;Chondrocalcin,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-1.1681663307030274,1.3717532289845775,2.539919559687605,Original
Tam_2020,Intervertebral_disc,NP,-0.029542354808959406,,0.964886732316884,,COL3A1,COL3A1,100.0,Level 1: Gene Symbol,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P02461,Collagen alpha-1(III) chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-1.0028825547170688,-0.02979348919569365,0.9730890655213752,Original
Tam_2020,Intervertebral_disc,NP,1.4355748714967984,,-1.3621406781949188,,FGA,FGA,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P02671,Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,2.821498439829356,1.447778442176786,-1.37371999765257,Original
Tam_2020,Intervertebral_disc,NP,1.6251340277647,,-0.8312072474685233,,FGB,FGB,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P02675,Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,2.4772222024224995,1.6389490076491007,-0.8382731947733989,Original
Tam_2020,Intervertebral_disc,NP,1.7632240411999016,,-0.9808448250008065,,FGG,FGG,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P02679,Fibrinogen gamma chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,2.767395715273037,1.7782129001153555,-0.9891828151576815,Original
Tam_2020,Intervertebral_disc,NP,-0.2075398071053764,,,,C1QA,C1QA,100.0,Level 1: Gene Symbol,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),2.0,0.0,P02745,Complement C1q subcomponent subunit A,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,-0.20930406667498055,,Original
Tam_2020,Intervertebral_disc,NP,-0.19255154023651322,,-0.9005774712974314,,C1QB,C1QB,100.0,Level 1: Gene Symbol,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),2.0,1.0,P02746,Complement C1q subcomponent subunit B,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.7140447355583506,-0.19418838717321585,-0.9082331227315664,Original
Tam_2020,Intervertebral_disc,NP,-0.2840223877597911,,,,C1QC,C1QC,100.0,Level 1: Gene Symbol,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),2.0,0.0,P02747,Complement C1q subcomponent subunit C,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,-0.28643681235898427,,Original
Tam_2020,Intervertebral_disc,NP,0.19943877129893406,,,,LRG1,LRG1,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,0.0,P02750,Leucine-rich alpha-2-glycoprotein,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,0.2011341653812634,,Original
Tam_2020,Intervertebral_disc,NP,3.3029620980301333,,2.9129560822027982,,FN1,FN1,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P02751,Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.3933213886959108,3.3310400006299496,2.937718611934039,Original
Tam_2020,Intervertebral_disc,NP,0.6325808306432003,,-1.1271972383797577,,AMBP,AMBP,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,2.0,P02760,Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,1.7747376343321655,0.6379582895489211,-1.1367793447832444,Original
Tam_2020,Intervertebral_disc,NP,,,-0.9056961058318923,,PPBP,PPBP,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),0.0,1.0,P02775,Platelet basic protein;Connective tissue-activating peptide III;TC-2;Connective tissue-activating peptide III(1-81);Beta-thromboglobulin;Neutrophil-activating peptide 2(74);Neutrophil-activating peptide 2(73);Neutrophil-activating peptide 2;TC-1;Neutrophil-activating peptide 2(1-66);Neutrophil-activating peptide 2(1-63),Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,,-0.9133952698821692,Original
