Dataset_Name,Organ,Compartment,Abundance_Old,Abundance_Old_transformed,Abundance_Young,Abundance_Young_transformed,Canonical_Gene_Symbol,Gene_Symbol,Match_Confidence,Match_Level,Matrisome_Category,Matrisome_Division,Method,N_Profiles_Old,N_Profiles_Young,Protein_ID,Protein_Name,Species,Study_ID,Tissue,Tissue_Compartment,Zscore_Delta,Zscore_Old,Zscore_Young,Data_Quality
Tam_2020,Intervertebral_disc,NP,26.0013,,26.0862,,NELL1,NRP1,80.0,Level 3: Synonym,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),2.0,1.0,O14786,Neuropilin-1,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.024120516400371494,-0.8215920913002094,-0.7974715748998379,Original
Tam_2020,Intervertebral_disc,NP,,,25.8215,,PLXNB2,PLXNB2,100.0,Level 1: Gene Symbol,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),0.0,1.0,O15031,Plexin-B2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,,-0.8726741743247882,Original
Tam_2020,Intervertebral_disc,NP,25.3606,,25.965233333333337,,SEMA3E,SEMA3E,100.0,Level 1: Gene Symbol,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O15041,Semaphorin-3E,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.17177936670056315,-1.0036181791414083,-0.8318388124408451,Original
Tam_2020,Intervertebral_disc,NP,25.610366666666668,,27.099100000000004,,LAMA5,LAMA5,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O15230,Laminin subunit alpha-5,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.4229566169899406,-0.9326582147173875,-0.5097015977274469,Original
Tam_2020,Intervertebral_disc,NP,26.742266666666666,,31.6915,,MATN3,MATN3,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O15232,Matrilin-3,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-1.406102046948532,-0.6110797398813442,0.7950223070671878,Original
Tam_2020,Intervertebral_disc,NP,35.295633333333335,,37.46103333333333,,CHAD,CHAD,100.0,Level 1: Gene Symbol,Proteoglycans,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O15335,Chondroadherin,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.6152010154695371,1.8189746884074829,2.43417570387702,Original
Tam_2020,Intervertebral_disc,NP,25.8652,,25.57675,,P4HA2,P4HA2,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),1.0,2.0,O15460,Prolyl 4-hydroxylase subunit alpha-2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.08195009370656159,-0.8602587848466228,-0.9422088785531844,Original
Tam_2020,Intervertebral_disc,NP,25.0857,,,,CCL16,CCL16,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),1.0,0.0,O15467,C-C motif chemokine 16,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,-1.081718649794672,,Original
Tam_2020,Intervertebral_disc,NP,25.2393,,,,ANGPTL7,ANGPTL7,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),1.0,0.0,O43827,Angiopoietin-related protein 7,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,-1.0380801183565445,,Original
Tam_2020,Intervertebral_disc,NP,30.880433333333333,,31.9629,,EDIL3,EDIL3,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O43854,EGF-like repeat and discoidin I-like domain-containing protein 3,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.3075342165628797,0.5645941935792284,0.8721284101421081,Original
Tam_2020,Intervertebral_disc,NP,24.8588,,,,PLOD3,PLOD3,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),1.0,0.0,O60568,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,-1.1461820793735205,,Original
Tam_2020,Intervertebral_disc,NP,31.416833333333333,,31.522566666666663,,SRPX2,SRPX2,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O60687,Sushi repeat-containing protein SRPX2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.030039371033362627,0.7169881275858138,0.7470274986191764,Original
Tam_2020,Intervertebral_disc,NP,25.1216,,,,KERA,KERA,100.0,Level 1: Gene Symbol,Proteoglycans,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),1.0,0.0,O60938,Keratocan,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,-1.0715192794910988,,Original
Tam_2020,Intervertebral_disc,NP,23.9619,,28.97243333333333,,SLIT3,SLIT3,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),1.0,3.0,O75094,Slit homolog 3 protein,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-1.423517684820648,-1.4009958739494082,0.02252181087123994,Original
Tam_2020,Intervertebral_disc,NP,36.2164,,35.9438,,CILP,CILP,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O75339,Cartilage intermediate layer protein 1;Cartilage intermediate layer protein 1 C1;Cartilage intermediate layer protein 1 C2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.07744702910177992,2.080569122850927,2.003122093749147,Original
Tam_2020,Intervertebral_disc,NP,28.3933,,26.095,,CRLF1,CRLF1,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,1.0,O75462,Cytokine receptor-like factor 1,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.6529585729443236,-0.14201287775853907,-0.7949714507028627,Original
Tam_2020,Intervertebral_disc,NP,28.667,,34.289566666666666,,CLEC3A,CLEC3A,100.0,Level 1: Gene Symbol,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O75596,C-type lectin domain family 3 member A,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-1.5973994286868494,-0.06425333313213592,1.5331460955547134,Original
Tam_2020,Intervertebral_disc,NP,29.0801,,25.90995,,FCN3,FCN3,100.0,Level 1: Gene Symbol,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),2.0,2.0,O75636,Ficolin-3,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.900655536709502,0.05311045161454639,-0.8475450850949556,Original
Tam_2020,Intervertebral_disc,NP,26.43885,,,,CCN5,WISP2,95.0,Level 2: UniProt ID,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),2.0,0.0,O76076,WNT1-inducible-signaling pathway protein 2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,-0.6972819387562476,,Original
Tam_2020,Intervertebral_disc,NP,27.12933333333333,,28.5211,,ECM2,ECM2,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O94769,Extracellular matrix protein 2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.3954078999861402,-0.5011121558840497,-0.10570425589790951,Original
Tam_2020,Intervertebral_disc,NP,25.5509,,25.454966666666667,,SEMA3D,SEMA3D,100.0,Level 1: Gene Symbol,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O95025,Semaphorin-3D,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.027255141814003347,-0.9495529933818021,-0.9768081351958054,Original
Tam_2020,Intervertebral_disc,NP,26.6595,,26.0911,,CCN6,WISP3,95.0,Level 2: UniProt ID,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),1.0,2.0,O95389,WNT1-inducible-signaling pathway protein 3,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.161485294722862,-0.6345941655672963,-0.7960794602901583,Original
Tam_2020,Intervertebral_disc,NP,27.439733333333333,,29.28823333333333,,MATN4,MATN4,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O95460,Matrilin-4,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.5251681338761607,-0.41292595693616696,0.11224217693999376,Original
Tam_2020,Intervertebral_disc,NP,26.31635,,,,NTN1,NTN1,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),2.0,0.0,O95631,Netrin-1,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,-0.7320848039982433,,Original
Tam_2020,Intervertebral_disc,NP,,,26.827,,FSTL3,FSTL3,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),0.0,1.0,O95633,Follistatin-related protein 3,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,,-0.5870065743180363,Original
Tam_2020,Intervertebral_disc,NP,,,26.7129,,CXCL14,CXCL14,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),0.0,1.0,O95715,C-X-C motif chemokine 14,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,,-0.6194229573720099,Original
Tam_2020,Intervertebral_disc,NP,28.3856,,28.707733333333337,,EFEMP2,EFEMP2,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O95967,EGF-containing fibulin-like extracellular matrix protein 2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.09151969787718475,-0.14420048643089306,-0.05268078855370831,Original
Tam_2020,Intervertebral_disc,NP,30.04426666666667,,26.278333333333336,,F13A1,F13A1,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P00488,Coagulation factor XIII A chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,1.0699205739619684,0.32703504402944095,-0.7428855299325273,Original
Tam_2020,Intervertebral_disc,NP,31.50356666666667,,23.68565,,F2,F2,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,2.0,P00734,Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,2.221109389576779,0.7416295031938896,-1.4794798863828893,Original
Tam_2020,Intervertebral_disc,NP,28.57455,,,,F9,F9,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),2.0,0.0,P00740,Coagulation factor IX;Coagulation factor IXa light chain;Coagulation factor IXa heavy chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,-0.09051884245150445,,Original
Tam_2020,Intervertebral_disc,NP,28.4878,,,,F10,F10,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),2.0,0.0,P00742,Coagulation factor X;Factor X light chain;Factor X heavy chain;Activated factor Xa heavy chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,-0.11516495314328493,,Original
Tam_2020,Intervertebral_disc,NP,33.201933333333336,,24.44375,,PLG,PLG,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,2.0,P00747,"Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B",Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,2.488243871956703,1.2241440030428532,-1.26409986891385,Original
Tam_2020,Intervertebral_disc,NP,29.583233333333336,,25.73365,,F12,F12,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,2.0,P00748,Coagulation factor XII;Coagulation factor XIIa heavy chain;Beta-factor XIIa part 1;Coagulation factor XIIa light chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,1.0936859590843606,0.19605315854316951,-0.897632800541191,Original
Tam_2020,Intervertebral_disc,NP,33.965333333333334,,23.6706,,SERPINC1,SERPINC1,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,1.0,P01008,Antithrombin-III,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,2.924785444100287,1.4410297771305243,-1.4837556669697627,Original
Tam_2020,Intervertebral_disc,NP,36.69133333333334,,34.5644,,SERPINA1,SERPINA1,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01009,Alpha-1-antitrypsin;Short peptide from AAT,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.604272442275182,2.215500068148333,1.6112276258731508,Original
Tam_2020,Intervertebral_disc,NP,34.48693333333333,,32.37370000000001,,SERPINA3,SERPINA3,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01011,Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.600380203468522,1.5892189568058315,0.9888387533373095,Original
Tam_2020,Intervertebral_disc,NP,31.169633333333337,,29.114066666666663,,AGT,AGT,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01019,Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.5839968138444029,0.6467573660525787,0.06276055220817578,Original
Tam_2020,Intervertebral_disc,NP,36.5472,,33.15006666666667,,A2M,A2M,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01023,Alpha-2-macroglobulin,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.96514264170688,2.1745510642554344,1.2094084225485544,Original
Tam_2020,Intervertebral_disc,NP,32.005500000000005,,31.53463333333333,,TIMP1,TIMP1,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01033,Metalloproteinase inhibitor 1,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.13377558487304675,0.8842312840956522,0.7504556992226055,Original
Tam_2020,Intervertebral_disc,NP,29.2903,,29.976633333333336,,CST3,CST3,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01034,Cystatin-C,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.19499074702930708,0.11282932731958693,0.307820074348894,Original
Tam_2020,Intervertebral_disc,NP,32.86723333333333,,25.2824,,KNG1,KNG1,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,1.0,P01042,Kininogen-1;Kininogen-1 heavy chain;T-kinin;Bradykinin;Lysyl-bradykinin;Kininogen-1 light chain;Low molecular weight growth-promoting factor,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,2.1548892439428564,1.1290540520510468,-1.0258351918918096,Original
Tam_2020,Intervertebral_disc,NP,27.19526666666667,,26.89613333333333,,TGFB1,TGFB1,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01137,Transforming growth factor beta-1;Latency-associated peptide,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.08498528236236108,-0.4823801647415538,-0.5673654471039149,Original
Tam_2020,Intervertebral_disc,NP,26.3296,,26.4244,,IGF2,IGF2,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),2.0,1.0,P01344,Insulin-like growth factor II;Insulin-like growth factor II;Insulin-like growth factor II Ala-25 Del;Preptin,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.026933156121969004,-0.7283204124516602,-0.7013872563296912,Original
Tam_2020,Intervertebral_disc,NP,30.997,,30.724766666666664,,COL1A1,COL1A1,100.0,Level 1: Gene Symbol,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P02452,Collagen alpha-1(I) chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.0773428572602407,0.5977113690217483,0.5203685117615076,Original
Tam_2020,Intervertebral_disc,NP,33.6944,,37.790333333333336,,COL2A1,COL2A1,100.0,Level 1: Gene Symbol,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P02458,Collagen alpha-1(II) chain;Collagen alpha-1(II) chain;Chondrocalcin,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-1.1636752313485703,1.3640562563993834,2.5277314877479538,Original
Tam_2020,Intervertebral_disc,NP,28.780166666666663,,32.29656666666667,,COL3A1,COL3A1,100.0,Level 1: Gene Symbol,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P02461,Collagen alpha-1(III) chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.9990269007098393,-0.03210211476572208,0.9669247859441172,Original
Tam_2020,Intervertebral_disc,NP,33.960966666666664,,24.067966666666663,,FGA,FGA,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P02671,Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,2.810650986441366,1.4397891851994482,-1.3708618012419174,Original
Tam_2020,Intervertebral_disc,NP,34.63126666666667,,25.945400000000003,,FGB,FGB,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P02675,Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,2.467698343754659,1.6302247817032045,-0.8374735620514543,Original
Tam_2020,Intervertebral_disc,NP,35.119566666666664,,25.41626666666667,,FGG,FGG,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P02679,Fibrinogen gamma chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,2.7567562636951872,1.7689532641331354,-0.987802999562052,Original
Tam_2020,Intervertebral_disc,NP,28.15075,,,,C1QA,C1QA,100.0,Level 1: Gene Symbol,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),2.0,0.0,P02745,Complement C1q subcomponent subunit A,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,-0.2109225509376917,,Original
Tam_2020,Intervertebral_disc,NP,28.20375,,25.7001,,C1QB,C1QB,100.0,Level 1: Gene Symbol,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),2.0,1.0,P02746,Complement C1q subcomponent subunit B,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.7112995392908041,-0.19586498475135847,-0.9071645240421626,Original
Tam_2020,Intervertebral_disc,NP,27.8803,,,,C1QC,C1QC,100.0,Level 1: Gene Symbol,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),2.0,0.0,P02747,Complement C1q subcomponent subunit C,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,-0.2877587542413476,,Original
Tam_2020,Intervertebral_disc,NP,29.589866666666666,,,,LRG1,LRG1,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,0.0,P02750,Leucine-rich alpha-2-glycoprotein,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,0.1979377218583133,,Original
Tam_2020,Intervertebral_disc,NP,40.56423333333333,,39.18513333333333,,FN1,FN1,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P02751,Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.39180923636927867,3.3158104093379346,2.924001172968656,Original
Tam_2020,Intervertebral_disc,NP,31.1215,,24.89875,,AMBP,AMBP,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,2.0,P02760,Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,1.7679145280378057,0.633082444308512,-1.1348320837292936,Original
Tam_2020,Intervertebral_disc,NP,,,25.682,,PPBP,PPBP,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),0.0,1.0,P02775,Platelet basic protein;Connective tissue-activating peptide III;TC-2;Connective tissue-activating peptide III(1-81);Beta-thromboglobulin;Neutrophil-activating peptide 2(74);Neutrophil-activating peptide 2(73);Neutrophil-activating peptide 2;TC-1;Neutrophil-activating peptide 2(1-66);Neutrophil-activating peptide 2(1-63),Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,,-0.9123068249473066,Original
Tam_2020,Intervertebral_disc,NP,24.0695,,,,PF4,PF4;PF4V1,95.0,Level 2: UniProt ID,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),1.0,0.0,P02776;P10720,"Platelet factor 4;Platelet factor 4, short form;Platelet factor 4 variant;Platelet factor 4 variant(4-74);Platelet factor 4 variant(5-74);Platelet factor 4 variant(6-74)",Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,-1.3704261735409278,,Original
Tam_2020,Intervertebral_disc,NP,,,22.4705,,CXCL10,CXCL10,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),0.0,1.0,P02778,C-X-C motif chemokine 10;CXCL10(1-73),Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,,,-1.8247101043323706,Original
