Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Zscore_Young,Zscore_Old,Zscore_Delta,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence,N_Profiles_Young,N_Profiles_Old
O00499,Myc box-dependent-interacting protein 1,BIN1,Intervertebral_disc_NP,NP,Homo sapiens,27.0647,26.1611,-0.08384973599461215,-0.32615395655889845,-0.2423042205642863,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,BIN1,,,Level 4: Unmatched,0,1.0,1.0
O00560,Syntenin-1,SDCBP,Intervertebral_disc_NP,NP,Homo sapiens,24.3188,,-1.1319495924759828,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SDCBP,,,Level 4: Unmatched,0,2.0,0.0
O00584,Ribonuclease T2,RNASET2,Intervertebral_disc_NP,NP,Homo sapiens,27.1842,,-0.04059874564276122,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,RNASET2,,,Level 4: Unmatched,0,1.0,0.0
O00585,C-C motif chemokine 21,CCL21,Intervertebral_disc_NP,NP,Homo sapiens,26.00296666666667,,-0.4764170461512717,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CCL21,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,3.0,0.0
O00622,Protein CYR61,CYR61,Intervertebral_disc_NP,NP,Homo sapiens,,25.0902,,-0.7028923615879301,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CCN1,ECM Glycoproteins,Core matrisome,Level 2: UniProt ID,95,0.0,2.0
O14497,AT-rich interactive domain-containing protein 1A,ARID1A,Intervertebral_disc_NP,NP,Homo sapiens,,27.619666666666664,,0.16374154132967242,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ARID1A,,,Level 4: Unmatched,0,0.0,3.0
O14498,Immunoglobulin superfamily containing leucine-rich repeat protein,ISLR,Intervertebral_disc_NP,NP,Homo sapiens,28.385833333333334,28.628766666666667,0.38439261174163925,0.4882724338851003,0.10387982214346103,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ISLR,,,Level 4: Unmatched,0,3.0,3.0
O14786,Neuropilin-1,NRP1,Intervertebral_disc_NP,NP,Homo sapiens,26.0862,26.0013,-0.4450893201712722,-0.3814180142094692,0.06367130596180298,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,NELL1,ECM Glycoproteins,Core matrisome,Level 3: Synonym,80,1.0,2.0
O14791,Apolipoprotein L1,APOL1,Intervertebral_disc_NP,NP,Homo sapiens,,30.80535,,1.1521838410720746,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,APOL1,,,Level 4: Unmatched,0,0.0,2.0
O14792,Heparan sulfate glucosamine 3-O-sulfotransferase 1,HS3ST1,Intervertebral_disc_NP,NP,Homo sapiens,25.5382,23.85535,-0.6531426940424876,-1.1569967067002636,-0.503854012657776,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HS3ST1,,,Level 4: Unmatched,0,1.0,2.0
O14818,Proteasome subunit alpha type-7,PSMA7,Intervertebral_disc_NP,NP,Homo sapiens,25.448,23.1098,-0.6877992749111912,-1.4422205872280724,-0.7544213123168813,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PSMA7,,,Level 4: Unmatched,0,2.0,1.0
O14960,Leukocyte cell-derived chemotaxin-2,LECT2,Intervertebral_disc_NP,NP,Homo sapiens,32.47046666666666,28.68445,1.709216777751156,0.5058571964853527,-1.2033595812658033,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LECT2,,,Level 4: Unmatched,0,3.0,2.0
O14983,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,ATP2A1,Intervertebral_disc_NP,NP,Homo sapiens,26.7909,26.3033,-0.18364541385874694,-0.27724926844364733,-0.09360385458490039,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ATP2A1,,,Level 4: Unmatched,0,1.0,2.0
O15031,Plexin-B2,PLXNB2,Intervertebral_disc_NP,NP,Homo sapiens,25.8215,,-0.5450543639040063,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PLXNB2,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,1.0,0.0
O15041,Semaphorin-3E,SEMA3E,Intervertebral_disc_NP,NP,Homo sapiens,25.965233333333334,25.3606,-0.49065110775428844,-0.6063270709032202,-0.1156759631489318,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SEMA3E,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,3.0,3.0
O15061,Synemin,SYNM,Intervertebral_disc_NP,NP,Homo sapiens,27.086799999999997,26.73665,-0.07583715439623534,-0.129769523305869,-0.053932368909633654,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SYNM,,,Level 4: Unmatched,0,2.0,2.0
O15144,Actin-related protein 2/3 complex subunit 2,ARPC2,Intervertebral_disc_NP,NP,Homo sapiens,24.5195,25.4372,-1.0515784502441101,-0.5791516748745089,0.4724267753696012,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ARPC2,,,Level 4: Unmatched,0,1.0,1.0
O15145,Actin-related protein 2/3 complex subunit 3,ARPC3,Intervertebral_disc_NP,NP,Homo sapiens,,23.8248,,-1.1685150761646748,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ARPC3,,,Level 4: Unmatched,0,0.0,1.0
O15230,Laminin subunit alpha-5,LAMA5,Intervertebral_disc_NP,NP,Homo sapiens,27.099100000000004,25.610366666666668,-0.0713803937772584,-0.518006385234562,-0.4466259914573036,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LAMA5,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,3.0,3.0
O15232,Matrilin-3,MATN3,Intervertebral_disc_NP,NP,Homo sapiens,31.6915,26.742266666666666,1.469514551588225,-0.1278731959332193,-1.5973877475214444,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MATN3,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,3.0,3.0
O15335,Chondroadherin,CHAD,Intervertebral_disc_NP,NP,Homo sapiens,37.46103333333333,35.295633333333335,3.1239369960575747,2.389023926852633,-0.7349130692049415,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CHAD,Proteoglycans,Core matrisome,Level 1: Gene Symbol,100,3.0,3.0
O15460,Prolyl 4-hydroxylase subunit alpha-2,P4HA2,Intervertebral_disc_NP,NP,Homo sapiens,25.576749999999997,25.8652,-0.6383669549735619,-0.42874435485696444,0.20962260011659745,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,P4HA2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,2.0,1.0
O15467,C-C motif chemokine 16,CCL16,Intervertebral_disc_NP,NP,Homo sapiens,,25.0857,,-0.7045078550314363,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CCL16,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,0.0,1.0
O43390,Heterogeneous nuclear ribonucleoprotein R,HNRNPR,Intervertebral_disc_NP,NP,Homo sapiens,,23.1498,,-1.4266953227644572,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HNRNPR,,,Level 4: Unmatched,0,0.0,1.0
O43488,Aflatoxin B1 aldehyde reductase member 2,AKR7A2,Intervertebral_disc_NP,NP,Homo sapiens,26.1265,24.3942,-0.42995560275907113,-0.9561267471527275,-0.5261711443936563,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AKR7A2,,,Level 4: Unmatched,0,2.0,2.0
O43505,"Beta-1,4-glucuronyltransferase 1",B4GAT1,Intervertebral_disc_NP,NP,Homo sapiens,24.3182,23.5613,-1.1321908188639689,-1.2684558351420536,-0.13626501627808474,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,B4GAT1,,,Level 4: Unmatched,0,1.0,1.0
O43529,Carbohydrate sulfotransferase 10,CHST10,Intervertebral_disc_NP,NP,Homo sapiens,,24.2321,,-1.0161018421697383,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CHST10,,,Level 4: Unmatched,0,0.0,1.0
O43657,Tetraspanin-6,TSPAN6,Intervertebral_disc_NP,NP,Homo sapiens,,24.7713,,-0.818072488642396,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TSPAN6,,,Level 4: Unmatched,0,0.0,1.0
O43707,Alpha-actinin-4,ACTN4,Intervertebral_disc_NP,NP,Homo sapiens,28.488866666666667,24.3506,0.4200205768230793,-0.9722205132453546,-1.3922410900684339,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ACTN4,,,Level 4: Unmatched,0,3.0,1.0
O43827,Angiopoietin-related protein 7,ANGPTL7,Intervertebral_disc_NP,NP,Homo sapiens,,25.2393,,-0.649522648562616,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ANGPTL7,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,0.0,1.0
O43852,Calumenin,CALU,Intervertebral_disc_NP,NP,Homo sapiens,29.289666666666665,26.7283,0.692758997552987,-0.13258940239454906,-0.8253483999475361,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CALU,,,Level 4: Unmatched,0,3.0,3.0
O43854,EGF-like repeat and discoidin I-like domain-containing protein 3,EDIL3,Intervertebral_disc_NP,NP,Homo sapiens,31.9629,30.880433333333333,1.5536715062953224,1.1742671366392752,-0.3794043696560472,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,EDIL3,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,3.0,3.0
O43866,CD5 antigen-like,CD5L,Intervertebral_disc_NP,NP,Homo sapiens,27.3883,30.860950000000003,0.03284943615128834,1.1685417552246151,1.1356923190733268,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CD5L,,,Level 4: Unmatched,0,2.0,2.0
O60313,"Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1",OPA1,Intervertebral_disc_NP,NP,Homo sapiens,23.9811,,-1.2686318035718696,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,OPA1,,,Level 4: Unmatched,0,1.0,0.0
O60437,Periplakin,PPL,Intervertebral_disc_NP,NP,Homo sapiens,,27.9911,,0.2845078724710668,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PPL,,,Level 4: Unmatched,0,0.0,1.0
O60493,Sorting nexin-3,SNX3,Intervertebral_disc_NP,NP,Homo sapiens,24.0524,,-1.2396202843934314,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SNX3,,,Level 4: Unmatched,0,1.0,0.0
O60568,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",PLOD3,Intervertebral_disc_NP,NP,Homo sapiens,,24.8588,,-0.7863280145458627,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PLOD3,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,0.0,1.0
O60664,Perilipin-3,PLIN3,Intervertebral_disc_NP,NP,Homo sapiens,,23.8045,,-1.1761766950769368,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PLIN3,,,Level 4: Unmatched,0,0.0,1.0
O60687,Sushi repeat-containing protein SRPX2,SRPX2,Intervertebral_disc_NP,NP,Homo sapiens,31.522566666666666,31.416833333333333,1.4167774118918621,1.330534745804946,-0.08624266608691622,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SRPX2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,3.0,3.0
O60701,UDP-glucose 6-dehydrogenase,UGDH,Intervertebral_disc_NP,NP,Homo sapiens,27.4856,26.1744,0.06767849871141521,-0.32156904866224495,-0.3892475473736602,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,UGDH,,,Level 4: Unmatched,0,2.0,2.0
O60749,Sorting nexin-2,SNX2,Intervertebral_disc_NP,NP,Homo sapiens,,24.528,,-0.906910036058412,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SNX2,,,Level 4: Unmatched,0,0.0,1.0
O60763,General vesicular transport factor p115,USO1,Intervertebral_disc_NP,NP,Homo sapiens,25.4106,,-0.7022037537462188,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,USO1,,,Level 4: Unmatched,0,1.0,0.0
O60844,Zymogen granule membrane protein 16,ZG16,Intervertebral_disc_NP,NP,Homo sapiens,26.2879,25.1784,-0.3695701272285273,-0.6712848166869366,-0.30171468945840935,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ZG16,,,Level 4: Unmatched,0,1.0,1.0
O60861,Growth arrest-specific protein 7,GAS7,Intervertebral_disc_NP,NP,Homo sapiens,,20.821,,-2.3763914839257128,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,GAS7,,,Level 4: Unmatched,0,0.0,1.0
O60938,Keratocan,KERA,Intervertebral_disc_NP,NP,Homo sapiens,,25.1216,,-0.6916275568358624,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KERA,Proteoglycans,Core matrisome,Level 1: Gene Symbol,100,0.0,1.0
O75083,WD repeat-containing protein 1,WDR1,Intervertebral_disc_NP,NP,Homo sapiens,24.8825,25.91105,-0.907806104365763,-0.4127741103562556,0.4950319940095074,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,WDR1,,,Level 4: Unmatched,0,2.0,2.0
O75094,Slit homolog 3 protein,SLIT3,Intervertebral_disc_NP,NP,Homo sapiens,28.97243333333333,23.9619,0.5855873033983199,-1.1169343032468069,-1.7025216066451268,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SLIT3,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,3.0,1.0
O75106,Retina-specific copper amine oxidase,AOC2,Intervertebral_disc_NP,NP,Homo sapiens,24.90185,24.662100000000002,-0.9001989191266337,-0.8578411241875107,0.04235779493912306,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AOC2,,,Level 4: Unmatched,0,2.0,2.0
O75112,LIM domain-binding protein 3,LDB3,Intervertebral_disc_NP,NP,Homo sapiens,25.0858,,-0.8281640204525967,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LDB3,,,Level 4: Unmatched,0,1.0,0.0
