Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Zscore_Young,Zscore_Old,Zscore_Delta,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence,N_Profiles_Young,N_Profiles_Old
A0A0B4J1X5;A0A0C4DH42;P01767;P01772,Ig heavy chain V-III region BUT;Ig heavy chain V-III region KOL,IGHV3-74;IGHV3-66,Intervertebral_disc_IAF,IAF,Homo sapiens,,29.30333333333333,,0.8892174514109963,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGHV3-74;IGHV3-66,,,Level 4: Unmatched,0,0.0,3.0
A0A0B4J1Y9,,IGHV3-72,Intervertebral_disc_IAF,IAF,Homo sapiens,,28.6986,,0.6846641090062257,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGHV3-72,,,Level 4: Unmatched,0,0.0,3.0
A0A0C4DH24,,IGKV6-21,Intervertebral_disc_IAF,IAF,Homo sapiens,,24.0872,,-1.0276632491652384,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGKV6-21,,,Level 4: Unmatched,0,0.0,1.0
A0A0C4DH29;P0DP01;A0A0B4J2H0,,IGHV1-3;IGHV1-69-2,Intervertebral_disc_IAF,IAF,Homo sapiens,,24.6738,,-0.793119191639134,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGHV1-3;IGHV1-69-2,,,Level 4: Unmatched,0,0.0,1.0
A0A0C4DH31,,IGHV1-18,Intervertebral_disc_IAF,IAF,Homo sapiens,,25.3334,,-0.53570429667288,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGHV1-18,,,Level 4: Unmatched,0,0.0,1.0
A0A0C4DH38,,IGHV5-51,Intervertebral_disc_IAF,IAF,Homo sapiens,,27.753500000000003,,0.3564866820216976,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGHV5-51,,,Level 4: Unmatched,0,0.0,3.0
A0A0C4DH67;A0A0C4DH69,,IGKV1-8;IGKV1-9,Intervertebral_disc_IAF,IAF,Homo sapiens,,24.41725,,-0.8950308930149434,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGKV1-8;IGKV1-9,,,Level 4: Unmatched,0,0.0,2.0
A0A0C4DH68,,IGKV2-24,Intervertebral_disc_IAF,IAF,Homo sapiens,,27.8994,,0.4078470672329866,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGKV2-24,,,Level 4: Unmatched,0,0.0,3.0
A0A0J9YX35,Immunoglobulin heavy variable 3-64D,IGHV3-64D,Intervertebral_disc_IAF,IAF,Homo sapiens,,26.342166666666667,,-0.15423601272121767,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGHV3-64D,,,Level 4: Unmatched,0,0.0,3.0
A0A0J9YXX1,Immunoglobulin heavy variable 5-10-1,IGHV5-10-1,Intervertebral_disc_IAF,IAF,Homo sapiens,,26.1837,,-0.2132194094669266,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGHV5-10-1,,,Level 4: Unmatched,0,0.0,1.0
A1L4H1,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,SSC5D,Intervertebral_disc_IAF,IAF,Homo sapiens,29.87523333333333,26.853166666666667,1.0001029071513239,0.033662853279597546,-0.9664400538717264,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SSC5D,,,Level 4: Unmatched,0,6.0,6.0
A6NMZ7,Collagen alpha-6(VI) chain,COL6A6,Intervertebral_disc_IAF,IAF,Homo sapiens,,22.878,,-1.528956808223447,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL6A6,Collagens,Core matrisome,Level 1: Gene Symbol,100,0.0,1.0
CON__A3EZ82;Q6E0U4,Dermokine,DMKN,Intervertebral_disc_IAF,IAF,Homo sapiens,,20.4628,,-2.6110593095409484,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,DMKN,,,Level 4: Unmatched,0,0.0,1.0
CON__P02533;P02533,"Keratin, type I cytoskeletal 14",KRT14,Intervertebral_disc_IAF,IAF,Homo sapiens,28.879160000000002,26.973899999999997,0.6645328460470774,0.07755393355209925,-0.5869789124949781,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT14,,,Level 4: Unmatched,0,5.0,3.0
CON__P02538;P02538,"Keratin, type II cytoskeletal 6A",KRT6A,Intervertebral_disc_IAF,IAF,Homo sapiens,28.5512,,0.5515928962765044,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT6A,,,Level 4: Unmatched,0,1.0,0.0
CON__P02768-1;P02768,Serum albumin,ALB,Intervertebral_disc_IAF,IAF,Homo sapiens,34.20648333333333,39.085966666666664,2.3434420522462216,3.7281964543228523,1.3847544020766307,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ALB,,,Level 4: Unmatched,0,6.0,6.0
CON__P05787;P05787,"Keratin, type II cytoskeletal 8",KRT8,Intervertebral_disc_IAF,IAF,Homo sapiens,28.874016666666666,24.7435,0.6627712175027874,-0.7656075194770013,-1.4283787369797887,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT8,,,Level 4: Unmatched,0,6.0,5.0
CON__P07477;Q8NHM4;P07478;P07477,Putative trypsin-6;Trypsin-2;Trypsin-1;Alpha-trypsin chain 1;Alpha-trypsin chain 2,PRSS3P2;PRSS2;PRSS1,Intervertebral_disc_IAF,IAF,Homo sapiens,30.258950000000002,29.213275000000003,1.126493937641124,0.8590149539075218,-0.26747898373360224,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PRSS2,ECM Regulators,Matrisome-associated,Level 2: UniProt ID,95,4.0,4.0
CON__P08727;P08727,"Keratin, type I cytoskeletal 19",KRT19,Intervertebral_disc_IAF,IAF,Homo sapiens,27.315616666666667,25.442700000000002,0.1145348417197426,-0.4936726214312157,-0.6082074631509583,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT19,,,Level 4: Unmatched,0,6.0,2.0
CON__P08779;P08779,"Keratin, type I cytoskeletal 16",KRT16,Intervertebral_disc_IAF,IAF,Homo sapiens,28.5684,26.5399,0.5575471541164025,-0.08111460887340043,-0.6386617629898029,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT16,,,Level 4: Unmatched,0,1.0,1.0
CON__P13645;P13645,"Keratin, type I cytoskeletal 10",KRT10,Intervertebral_disc_IAF,IAF,Homo sapiens,29.49038333333333,29.614166666666666,0.8717508756553389,0.9927751746903815,0.12102429903504253,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT10,,,Level 4: Unmatched,0,6.0,6.0
CON__P13647;P13647,"Keratin, type II cytoskeletal 5",KRT5,Intervertebral_disc_IAF,IAF,Homo sapiens,25.1331,25.30545,-0.7062575917746942,-0.5464805718145387,0.15977701996015548,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT5,,,Level 4: Unmatched,0,5.0,2.0
CON__P35908,"Keratin, type II cytoskeletal 2 epidermal",KRT2,Intervertebral_disc_IAF,IAF,Homo sapiens,28.3113,28.37312,0.4681816492406596,0.5728382361239387,0.10465658688327911,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT2,,,Level 4: Unmatched,0,6.0,5.0
CON__P35908v2;P35908,"Keratin, type II cytoskeletal 2 epidermal",KRT2,Intervertebral_disc_IAF,IAF,Homo sapiens,,25.980449999999998,,-0.2893771185698543,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT2,,,Level 4: Unmatched,0,0.0,2.0
CON__P48668;P48668,"Keratin, type II cytoskeletal 6C",KRT6C,Intervertebral_disc_IAF,IAF,Homo sapiens,28.632199999999997,26.522,0.5796030855765801,-0.08771234684980983,-0.6673154324263899,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT6C,,,Level 4: Unmatched,0,2.0,2.0
CON__Q32MB2;Q86Y46;CON__Q3SY84;CON__Q7RTS7;Q3SY84;Q7RTS7,"Keratin, type II cytoskeletal 73;Keratin, type II cytoskeletal 71;Keratin, type II cytoskeletal 74",KRT73;KRT71;KRT74,Intervertebral_disc_IAF,IAF,Homo sapiens,,22.4978,,-1.6918331815283842,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT73;KRT71;KRT74,,,Level 4: Unmatched,0,0.0,1.0
CON__Q86YZ3;Q86YZ3,Hornerin,HRNR,Intervertebral_disc_IAF,IAF,Homo sapiens,30.8388,,1.3145748311912817,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HRNR,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,1.0,0.0
CON__Q8N1N4-2;CON__Q7RTT2;Q8N1N4,"Keratin, type II cytoskeletal 78",KRT78,Intervertebral_disc_IAF,IAF,Homo sapiens,24.3753,,-1.0073768578571984,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT78,,,Level 4: Unmatched,0,1.0,0.0
O00159,Unconventional myosin-Ic,MYO1C,Intervertebral_disc_IAF,IAF,Homo sapiens,26.553800000000003,26.438350000000003,-0.16454850112342442,-0.11860178449641752,0.0459467166270069,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MYO1C,,,Level 4: Unmatched,0,5.0,4.0
O00186,Syntaxin-binding protein 3,STXBP3,Intervertebral_disc_IAF,IAF,Homo sapiens,,26.16886666666667,,-0.2187581614767428,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,STXBP3,,,Level 4: Unmatched,0,0.0,3.0
O00187,Mannan-binding lectin serine protease 2;Mannan-binding lectin serine protease 2 A chain;Mannan-binding lectin serine protease 2 B chain,MASP2,Intervertebral_disc_IAF,IAF,Homo sapiens,,27.11015,,0.12685896140900865,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MASP2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,0.0,2.0
O00292;O75610,Left-right determination factor 2;Left-right determination factor 1,LEFTY2;LEFTY1,Intervertebral_disc_IAF,IAF,Homo sapiens,,25.691233333333333,,-0.3987414026961658,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LEFTY2,Secreted Factors,Matrisome-associated,Level 2: UniProt ID,95,0.0,3.0
O00299,Chloride intracellular channel protein 1,CLIC1,Intervertebral_disc_IAF,IAF,Homo sapiens,26.8408,26.01563333333333,-0.05851355575469504,-0.2761529615755006,-0.2176394058208056,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CLIC1,,,Level 4: Unmatched,0,4.0,6.0
O00300,Tumor necrosis factor receptor superfamily member 11B,TNFRSF11B,Intervertebral_disc_IAF,IAF,Homo sapiens,31.63815,30.62471666666667,1.5683127714573661,1.3223297866445318,-0.24598298481283432,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TNFRSF11B,,,Level 4: Unmatched,0,6.0,6.0
O00339,Matrilin-2,MATN2,Intervertebral_disc_IAF,IAF,Homo sapiens,31.671333333333333,29.409133333333333,1.578711361671903,0.9245847134592045,-0.6541266482126986,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MATN2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,6.0,6.0
O00391,Sulfhydryl oxidase 1,QSOX1,Intervertebral_disc_IAF,IAF,Homo sapiens,32.06473333333333,31.696816666666663,1.7011917320397798,1.6606378437775795,-0.0405538882622003,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,QSOX1,,,Level 4: Unmatched,0,6.0,6.0
O00401,Neural Wiskott-Aldrich syndrome protein,WASL,Intervertebral_disc_IAF,IAF,Homo sapiens,23.1938,,-1.495282255050981,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,WASL,,,Level 4: Unmatched,0,1.0,0.0
O00410,Importin-5,IPO5,Intervertebral_disc_IAF,IAF,Homo sapiens,27.1733,,0.06297351293372186,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IPO5,,,Level 4: Unmatched,0,1.0,0.0
O00461,Golgi integral membrane protein 4,GOLIM4,Intervertebral_disc_IAF,IAF,Homo sapiens,,27.0012,,0.08745224271353376,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,GOLIM4,,,Level 4: Unmatched,0,0.0,1.0
O00462,Beta-mannosidase,MANBA,Intervertebral_disc_IAF,IAF,Homo sapiens,26.6961,26.201000000000004,-0.11183704311070705,-0.20676342329400632,-0.09492638018329927,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MANBA,,,Level 4: Unmatched,0,2.0,3.0
O00468,Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment,AGRN,Intervertebral_disc_IAF,IAF,Homo sapiens,27.6638,25.905099999999997,0.23959703779559596,-0.3177565983833067,-0.5573536361789027,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AGRN,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,3.0,5.0
O00469,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",PLOD2,Intervertebral_disc_IAF,IAF,Homo sapiens,29.21334,28.78125,0.7783467510853032,0.7128652372684514,-0.06548151381685174,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PLOD2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,5.0,6.0
O00483,Cytochrome c oxidase subunit NDUFA4,NDUFA4,Intervertebral_disc_IAF,IAF,Homo sapiens,,24.7766,,-0.7525685110142093,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,NDUFA4,,,Level 4: Unmatched,0,0.0,1.0
O00499,Myc box-dependent-interacting protein 1,BIN1,Intervertebral_disc_IAF,IAF,Homo sapiens,25.91485,26.238325000000003,-0.40463672004701823,-0.19284851451069146,0.21178820553632677,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,BIN1,,,Level 4: Unmatched,0,2.0,4.0
O00560,Syntenin-1,SDCBP,Intervertebral_disc_IAF,IAF,Homo sapiens,25.4167,23.4775,-0.5958064930576562,-1.277328920119318,-0.6815224270616619,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SDCBP,,,Level 4: Unmatched,0,1.0,1.0
O00585,C-C motif chemokine 21,CCL21,Intervertebral_disc_IAF,IAF,Homo sapiens,27.3075,27.7749,0.11160114909837322,0.3640362953528716,0.25243514625449837,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CCL21,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,4.0,1.0
O00622,Protein CYR61,CYR61,Intervertebral_disc_IAF,IAF,Homo sapiens,,25.782400000000003,,-0.3641402940673594,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CCN1,ECM Glycoproteins,Core matrisome,Level 2: UniProt ID,95,0.0,2.0
O00757,"Fructose-1,6-bisphosphatase isozyme 2",FBP2,Intervertebral_disc_IAF,IAF,Homo sapiens,25.3465,,-0.6230358199960133,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FBP2,,,Level 4: Unmatched,0,1.0,0.0
O14497,AT-rich interactive domain-containing protein 1A,ARID1A,Intervertebral_disc_IAF,IAF,Homo sapiens,,26.933500000000002,,0.06288814713145431,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ARID1A,,,Level 4: Unmatched,0,0.0,4.0
O14498,Immunoglobulin superfamily containing leucine-rich repeat protein,ISLR,Intervertebral_disc_IAF,IAF,Homo sapiens,28.273366666666664,27.31131666666667,0.454930065974591,0.1992203179068694,-0.2557097480677216,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ISLR,,,Level 4: Unmatched,0,6.0,6.0
O14657,Torsin-1B,TOR1B,Intervertebral_disc_IAF,IAF,Homo sapiens,28.0016,22.824,0.35948621207683884,-1.551931546264984,-1.9114177583418228,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TOR1B,,,Level 4: Unmatched,0,1.0,1.0
O14773,Tripeptidyl-peptidase 1,TPP1,Intervertebral_disc_IAF,IAF,Homo sapiens,,25.9932,,-0.2845828582103298,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TPP1,,,Level 4: Unmatched,0,0.0,1.0
O14786,Neuropilin-1,NRP1,Intervertebral_disc_IAF,IAF,Homo sapiens,25.673,26.2573,-0.49700298288952877,-0.1857818678726139,0.31122111501691485,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,NELL1,ECM Glycoproteins,Core matrisome,Level 3: Synonym,80,1.0,1.0
O14791,Apolipoprotein L1,APOL1,Intervertebral_disc_IAF,IAF,Homo sapiens,28.3242,28.233159999999998,0.4726842117353009,0.5243703794715251,0.0516861677362242,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,APOL1,,,Level 4: Unmatched,0,1.0,5.0
O14792,Heparan sulfate glucosamine 3-O-sulfotransferase 1,HS3ST1,Intervertebral_disc_IAF,IAF,Homo sapiens,24.807399999999998,25.43956,-0.8345934413425236,-0.4948776930338904,0.33971574830863316,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HS3ST1,,,Level 4: Unmatched,0,3.0,5.0
O14807,Ras-related protein M-Ras,MRAS,Intervertebral_disc_IAF,IAF,Homo sapiens,24.929,,-0.7864908100160356,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MRAS,,,Level 4: Unmatched,0,1.0,0.0
O14818,Proteasome subunit alpha type-7,PSMA7,Intervertebral_disc_IAF,IAF,Homo sapiens,25.7548,24.5318,-0.46566889794581406,-0.849400632764289,-0.38373173481847495,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PSMA7,,,Level 4: Unmatched,0,1.0,2.0
O14960,Leukocyte cell-derived chemotaxin-2,LECT2,Intervertebral_disc_IAF,IAF,Homo sapiens,31.444300000000002,29.9376,1.5073543290868145,1.0994204113259354,-0.40793391776087917,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LECT2,,,Level 4: Unmatched,0,6.0,6.0
O14983,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,ATP2A1,Intervertebral_disc_IAF,IAF,Homo sapiens,26.2293,27.915533333333332,-0.2857767526833641,0.41351046806126823,0.6992872207446323,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ATP2A1,,,Level 4: Unmatched,0,1.0,3.0
O15041,Semaphorin-3E,SEMA3E,Intervertebral_disc_IAF,IAF,Homo sapiens,26.511125,26.111799999999995,-0.18040945235153572,-0.240095031107103,-0.05968557875556729,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SEMA3E,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,4.0,5.0
O15061,Synemin,SYNM,Intervertebral_disc_IAF,IAF,Homo sapiens,,25.9953,,-0.28379343253992045,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SYNM,,,Level 4: Unmatched,0,0.0,2.0
O15143,Actin-related protein 2/3 complex subunit 1B,ARPC1B,Intervertebral_disc_IAF,IAF,Homo sapiens,,24.4517,,-0.8812863681817562,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ARPC1B,,,Level 4: Unmatched,0,0.0,1.0
O15144,Actin-related protein 2/3 complex subunit 2,ARPC2,Intervertebral_disc_IAF,IAF,Homo sapiens,26.88245,25.374799999999997,-0.043216448442844384,-0.519763300547257,-0.47654685210441255,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ARPC2,,,Level 4: Unmatched,0,2.0,3.0
O15230,Laminin subunit alpha-5,LAMA5,Intervertebral_disc_IAF,IAF,Homo sapiens,27.11803333333334,26.01158,0.042880154084658874,-0.2776755866040661,-0.320555740688725,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LAMA5,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,6.0,5.0
O15232,Matrilin-3,MATN3,Intervertebral_disc_IAF,IAF,Homo sapiens,31.189566666666668,27.095583333333337,1.4266942665758344,0.12159911836999049,-1.305095148205844,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MATN3,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,6.0,6.0
O15335,Chondroadherin,CHAD,Intervertebral_disc_IAF,IAF,Homo sapiens,37.521283333333336,36.444300000000005,3.2642091689515724,3.03641630023376,-0.22779286871781235,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CHAD,Proteoglycans,Core matrisome,Level 1: Gene Symbol,100,6.0,6.0
O15427,Monocarboxylate transporter 4,SLC16A3,Intervertebral_disc_IAF,IAF,Homo sapiens,,23.9069,,-1.1008566735042506,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SLC16A3,,,Level 4: Unmatched,0,0.0,1.0
O15460,Prolyl 4-hydroxylase subunit alpha-2,P4HA2,Intervertebral_disc_IAF,IAF,Homo sapiens,25.99805,24.801866666666665,-0.3730531191804412,-0.7426265336633932,-0.36957341448295195,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,P4HA2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,4.0,3.0
O15467,C-C motif chemokine 16,CCL16,Intervertebral_disc_IAF,IAF,Homo sapiens,,24.8139,,-0.7378950561155109,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CCL16,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,0.0,1.0
O15511,Actin-related protein 2/3 complex subunit 5,ARPC5,Intervertebral_disc_IAF,IAF,Homo sapiens,26.6345,,-0.13462189327158725,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ARPC5,,,Level 4: Unmatched,0,1.0,0.0
O43175,D-3-phosphoglycerate dehydrogenase,PHGDH,Intervertebral_disc_IAF,IAF,Homo sapiens,24.5879,,-0.9220000811050248,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PHGDH,,,Level 4: Unmatched,0,1.0,0.0
O43242,26S proteasome non-ATPase regulatory subunit 3,PSMD3,Intervertebral_disc_IAF,IAF,Homo sapiens,,25.0913,,-0.6294292286448091,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PSMD3,,,Level 4: Unmatched,0,0.0,1.0
O43390,Heterogeneous nuclear ribonucleoprotein R,HNRNPR,Intervertebral_disc_IAF,IAF,Homo sapiens,,24.7798,,-0.7513088299373559,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HNRNPR,,,Level 4: Unmatched,0,0.0,2.0
O43399,Tumor protein D54,TPD52L2,Intervertebral_disc_IAF,IAF,Homo sapiens,25.0009,,-0.7581545619002296,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TPD52L2,,,Level 4: Unmatched,0,2.0,0.0
O43488,Aflatoxin B1 aldehyde reductase member 2,AKR7A2,Intervertebral_disc_IAF,IAF,Homo sapiens,24.0956,26.0968,-1.1207960444188982,-0.2457108913308118,0.8750851530880864,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AKR7A2,,,Level 4: Unmatched,0,1.0,1.0
O43491,Band 4.1-like protein 2,EPB41L2,Intervertebral_disc_IAF,IAF,Homo sapiens,26.570500000000003,,-0.15834832449311378,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,EPB41L2,,,Level 4: Unmatched,0,2.0,0.0
O43493,Trans-Golgi network integral membrane protein 2,TGOLN2,Intervertebral_disc_IAF,IAF,Homo sapiens,25.1888,,-0.684470336707486,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TGOLN2,,,Level 4: Unmatched,0,1.0,0.0
O43657,Tetraspanin-6,TSPAN6,Intervertebral_disc_IAF,IAF,Homo sapiens,25.125349999999997,,-0.7092927116340435,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TSPAN6,,,Level 4: Unmatched,0,2.0,0.0
O43707,Alpha-actinin-4,ACTN4,Intervertebral_disc_IAF,IAF,Homo sapiens,28.0732,27.65176666666667,0.38471847401806475,0.3205196003173312,-0.06419887370073357,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ACTN4,,,Level 4: Unmatched,0,6.0,6.0
O43719,HIV Tat-specific factor 1,HTATSF1,Intervertebral_disc_IAF,IAF,Homo sapiens,15.6565,,-5.315198634289891,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HTATSF1,,,Level 4: Unmatched,0,1.0,0.0
O43776,"Asparagine--tRNA ligase, cytoplasmic",NARS,Intervertebral_disc_IAF,IAF,Homo sapiens,,24.46305,,-0.8767621299639659,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,NARS,,,Level 4: Unmatched,0,0.0,2.0
O43827,Angiopoietin-related protein 7,ANGPTL7,Intervertebral_disc_IAF,IAF,Homo sapiens,,25.98135,,-0.2890386258811918,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ANGPTL7,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,0.0,4.0
