Dataset_Name,Organ,Compartment,Abundance_Old,Abundance_Old_transformed,Abundance_Young,Abundance_Young_transformed,Canonical_Gene_Symbol,Gene_Symbol,Match_Confidence,Match_Level,Matrisome_Category,Matrisome_Division,Method,N_Profiles_Old,N_Profiles_Young,Protein_ID,Protein_Name,Species,Study_ID,Tissue,Tissue_Compartment,Zscore_Delta,Zscore_Old,Zscore_Young,Data_Quality,Abundance_Young_Original,Abundance_Old_Original,Compartment_Annotation,Matrisome_Category_Simplified
Tam_2020,Intervertebral_disc,NP,26.0013,,26.0862,,NELL1,NRP1,80.0,Level 3: Synonym,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),2.0,1.0,O14786,Neuropilin-1,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.1529510607558562,-0.5812942899877219,-0.3211743682345185,Original,26.0862,26.0013,Nucleus pulposus (gel-like core),ECM Glycoproteins
Tam_2020,Intervertebral_disc,NP,11.00453990403181,,25.8215,,PLXNB2,PLXNB2,100.0,Level 1: Gene Symbol,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),0.0,1.0,O15031,Plexin-B2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-3.4041581462179216,-4.425599903223483,-0.3751662137297024,Original,25.8215,,Nucleus pulposus (gel-like core),ECM-affiliated Proteins
Tam_2020,Intervertebral_disc,NP,25.3606,,25.965233333333337,,SEMA3E,SEMA3E,100.0,Level 1: Gene Symbol,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O15041,Semaphorin-3E,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.2676506129486009,-0.745532871563907,-0.3458483900582205,Original,25.965233333333337,25.3606,Nucleus pulposus (gel-like core),ECM-affiliated Proteins
Tam_2020,Intervertebral_disc,NP,25.610366666666668,,27.099100000000004,,LAMA5,LAMA5,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O15230,Laminin subunit alpha-5,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.4627619663867847,-0.6815070824920402,-0.1145693803158502,Original,27.099100000000004,25.610366666666668,Nucleus pulposus (gel-like core),ECM Glycoproteins
Tam_2020,Intervertebral_disc,NP,26.742266666666666,,31.691500000000005,,MATN3,MATN3,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O15232,Matrilin-3,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-1.2264570671365138,-0.3913531095154772,0.8221595628351923,Original,31.6915,26.742266666666666,Nucleus pulposus (gel-like core),ECM Glycoproteins
Tam_2020,Intervertebral_disc,NP,35.295633333333335,,37.46103333333333,,CHAD,CHAD,100.0,Level 1: Gene Symbol,Proteoglycans,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O15335,Chondroadherin,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.6120950159963728,1.80123750861213,1.998992778976652,Original,37.46103333333333,35.295633333333335,Nucleus pulposus (gel-like core),Proteoglycans
Tam_2020,Intervertebral_disc,NP,25.8652,,25.57675,,P4HA2,P4HA2,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),1.0,2.0,O15460,Prolyl 4-hydroxylase subunit alpha-2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.0705567345414615,-0.6161824918802125,-0.4250887833743799,Original,25.57675,25.8652,Nucleus pulposus (gel-like core),ECM Regulators
Tam_2020,Intervertebral_disc,NP,25.0857,,24.9498,,CCL16,CCL16,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),1.0,0.0,O15467,C-C motif chemokine 16,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.1042228774743823,-0.8160013998537364,-0.5529701114182234,Original,,25.0857,Nucleus pulposus (gel-like core),Secreted Factors
Tam_2020,Intervertebral_disc,NP,25.2393,,26.55489318181818,,ANGPTL7,ANGPTL7,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),1.0,0.0,O43827,Angiopoietin-related protein 7,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.4245517986494085,-0.7766272058001978,-0.2255732731934416,Original,,25.2393,Nucleus pulposus (gel-like core),Secreted Factors
Tam_2020,Intervertebral_disc,NP,30.880433333333333,,31.9629,,EDIL3,EDIL3,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O43854,EGF-like repeat and discoidin I-like domain-containing protein 3,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.3731032861581308,0.669434503500262,0.8775180323002192,Original,31.9629,30.880433333333333,Nucleus pulposus (gel-like core),ECM Glycoproteins
Tam_2020,Intervertebral_disc,NP,24.8588,,19.671284018436772,,PLOD3,PLOD3,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),1.0,0.0,O60568,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,1.010614393437008,-0.8741654925018347,-1.629648688374849,Original,,24.8588,Nucleus pulposus (gel-like core),ECM Regulators
Tam_2020,Intervertebral_disc,NP,31.416833333333333,,31.522566666666663,,SRPX2,SRPX2,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O60687,Sushi repeat-containing protein SRPX2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.1575487531699435,0.8069365717966033,0.787701601247281,Original,31.522566666666663,31.416833333333333,Nucleus pulposus (gel-like core),ECM Glycoproteins
Tam_2020,Intervertebral_disc,NP,25.1216,,26.273214285714285,,KERA,KERA,100.0,Level 1: Gene Symbol,Proteoglycans,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),1.0,0.0,O60938,Keratocan,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.3883634213684105,-0.8067987073633582,-0.2830283674046065,Original,,25.1216,Nucleus pulposus (gel-like core),Proteoglycans
Tam_2020,Intervertebral_disc,NP,23.9619,,28.97243333333333,,SLIT3,SLIT3,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),1.0,3.0,O75094,Slit homolog 3 protein,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-1.2399853172957256,-1.1040789993157576,0.2675414013022465,Original,28.97243333333333,23.9619,Nucleus pulposus (gel-like core),ECM Glycoproteins
Tam_2020,Intervertebral_disc,NP,36.2164,,35.9438,,CILP,CILP,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O75339,Cartilage intermediate layer protein 1;Cartilage intermediate layer protein 1 C1;Cartilage intermediate layer protein 1 C2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.0740546589301008,2.0372690542590246,1.6895170414871337,Original,35.9438,36.2164,Nucleus pulposus (gel-like core),ECM Glycoproteins
Tam_2020,Intervertebral_disc,NP,28.393299999999996,,26.095,,CRLF1,CRLF1,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,1.0,O75462,Cytokine receptor-like factor 1,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.3729955261843985,0.0318767528251929,-0.319379399438306,Original,26.095,28.3933,Nucleus pulposus (gel-like core),Secreted Factors
Tam_2020,Intervertebral_disc,NP,28.667,,34.289566666666666,,CLEC3A,CLEC3A,100.0,Level 1: Gene Symbol,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O75596,C-type lectin domain family 3 member A,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-1.3750544859598468,0.1020376702239798,1.352096903420205,Original,34.289566666666666,28.667,Nucleus pulposus (gel-like core),ECM-affiliated Proteins
Tam_2020,Intervertebral_disc,NP,29.0801,,25.90995,,FCN3,FCN3,100.0,Level 1: Gene Symbol,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),2.0,2.0,O75636,Ficolin-3,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.5654034364830994,0.2079327194656251,-0.3571247375904924,Original,25.90995,29.0801,Nucleus pulposus (gel-like core),ECM-affiliated Proteins
Tam_2020,Intervertebral_disc,NP,26.43885,,11.73747128495062,,CCN5,WISP2,95.0,Level 2: UniProt ID,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),2.0,0.0,O76076,WNT1-inducible-signaling pathway protein 2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,3.110221490321502,-0.4691316688410705,-3.2479380396937163,Original,,26.43885,Nucleus pulposus (gel-like core),ECM Glycoproteins
Tam_2020,Intervertebral_disc,NP,27.129333333333328,,28.5211,,ECM2,ECM2,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O94769,Extracellular matrix protein 2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.4413624668146527,-0.2921315076600773,0.1754812592540434,Original,28.5211,27.12933333333333,Nucleus pulposus (gel-like core),ECM Glycoproteins
Tam_2020,Intervertebral_disc,NP,25.5509,,25.454966666666667,,SEMA3D,SEMA3D,100.0,Level 1: Gene Symbol,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O95025,Semaphorin-3D,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.1130430906015697,-0.6967509110926294,-0.4499293837416703,Original,25.454966666666667,25.5509,Nucleus pulposus (gel-like core),ECM-affiliated Proteins
Tam_2020,Intervertebral_disc,NP,26.6595,,26.0911,,CCN6,WISP3,95.0,Level 2: UniProt ID,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),1.0,2.0,O95389,WNT1-inducible-signaling pathway protein 3,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.0087747829579083,-0.4125697162504888,-0.3201748969729909,Original,26.0911,26.6595,Nucleus pulposus (gel-like core),ECM Glycoproteins
Tam_2020,Intervertebral_disc,NP,27.439733333333333,,29.28823333333333,,MATN4,MATN4,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O95460,Matrilin-4,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.5421585971471923,-0.2125628238435505,0.3319563042390766,Original,29.28823333333333,27.439733333333333,Nucleus pulposus (gel-like core),ECM Glycoproteins
Tam_2020,Intervertebral_disc,NP,26.31635,,26.31635,,NTN1,NTN1,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),2.0,0.0,O95631,Netrin-1,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.1342145446299631,-0.5005336139684039,-0.2742298150017403,Original,,26.31635,Nucleus pulposus (gel-like core),ECM Glycoproteins
Tam_2020,Intervertebral_disc,NP,26.4167,,26.827,,FSTL3,FSTL3,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),0.0,1.0,O95633,Follistatin-related protein 3,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.2247633381099843,-0.4748096532049108,-0.1700706313896686,Original,26.827,,Nucleus pulposus (gel-like core),Secreted Factors
Tam_2020,Intervertebral_disc,NP,13.457906092004835,,26.7129,,CXCL14,CXCL14,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),0.0,1.0,O95715,C-X-C motif chemokine 14,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-3.059449021729631,-3.7966981039419743,-0.1933440336223866,Original,26.7129,,Nucleus pulposus (gel-like core),Secreted Factors
Tam_2020,Intervertebral_disc,NP,28.3856,,28.707733333333337,,EFEMP2,EFEMP2,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O95967,EGF-containing fibulin-like extracellular matrix protein 2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.2053059038135634,0.0299029162743328,0.2135495558070641,Original,28.707733333333337,28.3856,Nucleus pulposus (gel-like core),ECM Glycoproteins
Tam_2020,Intervertebral_disc,NP,30.04426666666667,,26.278333333333336,,F13A1,F13A1,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P00488,Coagulation factor XIII A chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.6968864050642312,0.4550895256719184,-0.281984216183865,Original,26.278333333333336,30.04426666666667,Nucleus pulposus (gel-like core),ECM Regulators
Tam_2020,Intervertebral_disc,NP,31.50356666666667,,23.685650000000003,,F2,F2,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,2.0,P00734,Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,1.5911155106808246,0.8291700034214542,-0.810823498206044,Original,23.68565,31.50356666666667,Nucleus pulposus (gel-like core),ECM Regulators
Tam_2020,Intervertebral_disc,NP,28.57455,,15.156003562027234,,F9,F9,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),2.0,0.0,P00740,Coagulation factor IX;Coagulation factor IXa light chain;Coagulation factor IXa heavy chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,2.827114215336088,0.0783388144931881,-2.55064727080736,Original,,28.57455,Nucleus pulposus (gel-like core),ECM Regulators
Tam_2020,Intervertebral_disc,NP,28.4878,,20.700060536662168,,F10,F10,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),2.0,0.0,P00742,Coagulation factor X;Factor X light chain;Factor X heavy chain;Activated factor Xa heavy chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,1.5844557267373018,0.0561011104948512,-1.419805307864466,Original,,28.4878,Nucleus pulposus (gel-like core),ECM Regulators
Tam_2020,Intervertebral_disc,NP,33.201933333333336,,24.44375,,PLG,PLG,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,2.0,P00747,"Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B",Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,1.7986222428673904,1.264533406464387,-0.65619101588682,Original,24.44375,33.201933333333336,Nucleus pulposus (gel-like core),ECM Regulators
Tam_2020,Intervertebral_disc,NP,29.583233333333336,,25.73365,,F12,F12,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,2.0,P00748,Coagulation factor XII;Coagulation factor XIIa heavy chain;Beta-factor XIIa part 1;Coagulation factor XIIa light chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.7153470596452791,0.3369071302824892,-0.3930853056328072,Original,25.73365,29.583233333333336,Nucleus pulposus (gel-like core),ECM Regulators
Tam_2020,Intervertebral_disc,NP,33.965333333333334,,23.6706,,SERPINC1,SERPINC1,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,1.0,P01008,Antithrombin-III,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,2.1377222882530265,1.4602252016497457,-0.8138933027950227,Original,23.6706,33.965333333333334,Nucleus pulposus (gel-like core),ECM Regulators
Tam_2020,Intervertebral_disc,NP,36.69133333333334,,34.5644,,SERPINA1,SERPINA1,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01009,Alpha-1-antitrypsin;Short peptide from AAT,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.3351767474630757,2.159014609136373,1.4081556826807249,Original,34.5644,36.69133333333334,Nucleus pulposus (gel-like core),ECM Regulators
Tam_2020,Intervertebral_disc,NP,34.48693333333333,,32.37370000000001,,SERPINA3,SERPINA3,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01011,Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.332153304931568,1.5939334022898866,0.9613104392870788,Original,32.37370000000001,34.48693333333333,Nucleus pulposus (gel-like core),ECM Regulators
Tam_2020,Intervertebral_disc,NP,31.169633333333337,,29.114066666666663,,AGT,AGT,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01019,Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.3194268923293748,0.743568728241691,0.2964308801473581,Original,29.114066666666663,31.169633333333337,Nucleus pulposus (gel-like core),ECM Regulators
Tam_2020,Intervertebral_disc,NP,36.5472,,33.15006666666667,,A2M,A2M,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01023,Alpha-2-macroglobulin,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.615496214873073,2.1220671232232844,1.1196688416832896,Original,33.15006666666667,36.5472,Nucleus pulposus (gel-like core),ECM Regulators
Tam_2020,Intervertebral_disc,NP,32.005500000000005,,31.534633333333332,,TIMP1,TIMP1,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01033,Metalloproteinase inhibitor 1,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.0302993397637029,0.957836803347275,0.7901628842178464,Original,31.53463333333333,32.005500000000005,Nucleus pulposus (gel-like core),ECM Regulators
Tam_2020,Intervertebral_disc,NP,29.2903,,29.97663333333334,,CST3,CST3,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01034,Cystatin-C,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.2856809235196908,0.2618158938800369,0.4723718177973872,Original,29.976633333333336,29.2903,Nucleus pulposus (gel-like core),ECM Regulators
Tam_2020,Intervertebral_disc,NP,32.86723333333333,,25.282399999999996,,KNG1,KNG1,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,1.0,P01042,Kininogen-1;Kininogen-1 heavy chain;T-kinin;Bradykinin;Lysyl-bradykinin;Kininogen-1 light chain;Low molecular weight growth-promoting factor,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,1.5396765279520044,1.178735602104234,-0.4851284498704417,Original,25.2824,32.86723333333333,Nucleus pulposus (gel-like core),ECM Regulators
Tam_2020,Intervertebral_disc,NP,27.19526666666667,,26.89613333333333,,TGFB1,TGFB1,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P01137,Transforming growth factor beta-1;Latency-associated peptide,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.0681990378715164,-0.2752299981466425,-0.1559692477406306,Original,26.89613333333333,27.19526666666667,Nucleus pulposus (gel-like core),Secreted Factors
Tam_2020,Intervertebral_disc,NP,26.3296,,26.4244,,IGF2,IGF2,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),2.0,1.0,P01344,Insulin-like growth factor II;Insulin-like growth factor II;Insulin-like growth factor II Ala-25 Del;Preptin,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.1551358841910305,-0.497137077046468,-0.2521904538164192,Original,26.4244,26.3296,Nucleus pulposus (gel-like core),Secreted Factors
Tam_2020,Intervertebral_disc,NP,30.997,,30.724766666666664,,COL1A1,COL1A1,100.0,Level 1: Gene Symbol,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P02452,Collagen alpha-1(I) chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.0741355783165875,0.6993154836663265,0.6249713619724137,Original,30.724766666666664,30.997,Nucleus pulposus (gel-like core),Collagens
Tam_2020,Intervertebral_disc,NP,33.6944,,37.790333333333336,,COL2A1,COL2A1,100.0,Level 1: Gene Symbol,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P02458,Collagen alpha-1(II) chain;Collagen alpha-1(II) chain;Chondrocalcin,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-1.0381429421633173,1.3907734982497548,2.066161327225855,Original,37.790333333333336,33.6944,Nucleus pulposus (gel-like core),Collagens
Tam_2020,Intervertebral_disc,NP,28.780166666666663,,32.29656666666667,,COL3A1,COL3A1,100.0,Level 1: Gene Symbol,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,P02461,Collagen alpha-1(III) chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.9102461736651752,0.1310470861987533,0.9455772658233008,Original,32.29656666666667,28.780166666666663,Nucleus pulposus (gel-like core),Collagens
