Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Zscore_Young,Zscore_Old,Zscore_Delta,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence,N_Profiles_Young,N_Profiles_Old
O60565,Gremlin-1,GREM1,Intervertebral_disc_OAF,OAF,Homo sapiens,26.1193,28.0636,-0.6882850307627956,0.09364899071252088,0.7819340214753164,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,GREM1,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,1.0,1.0
O60568,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",PLOD3,Intervertebral_disc_OAF,OAF,Homo sapiens,,25.0824,,-0.8612376471473975,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PLOD3,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,0.0,1.0
O60687,Sushi repeat-containing protein SRPX2,SRPX2,Intervertebral_disc_OAF,OAF,Homo sapiens,33.26141666666666,31.550100000000004,1.2989220826995307,1.0932522727360245,-0.20566980996350614,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SRPX2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
O60938,Keratocan,KERA,Intervertebral_disc_OAF,OAF,Homo sapiens,28.34942727272727,26.273214285714285,-0.016509533524574307,-0.4673365912897244,-0.4508270577651501,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KERA,Proteoglycans,Core matrisome,Level 1: Gene Symbol,100,11.0,7.0
O75094,Slit homolog 3 protein,SLIT3,Intervertebral_disc_OAF,OAF,Homo sapiens,24.5215125,24.53135714285714,-1.204471271511936,-1.0496405166813922,0.15483075483054365,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SLIT3,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,8.0,7.0
O75095,Multiple epidermal growth factor-like domains protein 6,MEGF6,Intervertebral_disc_OAF,OAF,Homo sapiens,,24.6448,,-1.0105238981768934,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MEGF6,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,0.0,1.0
O75339,Cartilage intermediate layer protein 1;Cartilage intermediate layer protein 1 C1;Cartilage intermediate layer protein 1 C2,CILP,Intervertebral_disc_OAF,OAF,Homo sapiens,36.94691666666666,36.673975000000006,2.16740885554011,2.3830930302106648,0.2156841746705549,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CILP,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
O75462,Cytokine receptor-like factor 1,CRLF1,Intervertebral_disc_OAF,OAF,Homo sapiens,24.130166666666668,27.20829,-1.3358279247756615,-0.16990247321076932,1.1659254515648922,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CRLF1,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,3.0,10.0
O75596,C-type lectin domain family 3 member A,CLEC3A,Intervertebral_disc_OAF,OAF,Homo sapiens,34.21344166666667,30.900266666666667,1.5319051909246952,0.9153250424659972,-0.616580148458698,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CLEC3A,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
O75636,Ficolin-3,FCN3,Intervertebral_disc_OAF,OAF,Homo sapiens,25.642200000000003,26.50117142857143,-0.839163061310051,-0.39389715999679664,0.4452659013132544,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FCN3,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,2.0,7.0
O75888,Tumor necrosis factor ligand superfamily member 13,TNFSF13,Intervertebral_disc_OAF,OAF,Homo sapiens,23.2365,,-1.6436259070080976,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TNFSF13,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,1.0,0.0
O76076,WNT1-inducible-signaling pathway protein 2,WISP2,Intervertebral_disc_OAF,OAF,Homo sapiens,26.6883,27.20329,-0.5117773326588881,-0.17146653119671706,0.3403108014621711,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CCN5,ECM Glycoproteins,Core matrisome,Level 2: UniProt ID,95,1.0,10.0
O94769,Extracellular matrix protein 2,ECM2,Intervertebral_disc_OAF,OAF,Homo sapiens,28.152083333333337,27.19393333333333,-0.07385973214741648,-0.174394150135126,-0.10053441798770951,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ECM2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
O94813,Slit homolog 2 protein;Slit homolog 2 protein N-product;Slit homolog 2 protein C-product,SLIT2,Intervertebral_disc_OAF,OAF,Homo sapiens,,24.866933333333332,,-0.9344279784802443,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SLIT2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,0.0,3.0
O95025,Semaphorin-3D,SEMA3D,Intervertebral_disc_OAF,OAF,Homo sapiens,25.71008,25.4999,-0.8175326065378252,-0.7211250652005989,0.09640754133722629,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SEMA3D,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,5.0,1.0
O95389,WNT1-inducible-signaling pathway protein 3,WISP3,Intervertebral_disc_OAF,OAF,Homo sapiens,,25.956825,,-0.5702893254717519,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CCN6,ECM Glycoproteins,Core matrisome,Level 2: UniProt ID,95,0.0,4.0
O95428,Papilin,PAPLN,Intervertebral_disc_OAF,OAF,Homo sapiens,,21.7514,,-2.066773511421691,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PAPLN,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,0.0,1.0
O95460,Matrilin-4,MATN4,Intervertebral_disc_OAF,OAF,Homo sapiens,28.14247272727273,27.852209090909092,-0.07666257885798484,0.029240634489314497,0.10590321334729934,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MATN4,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,11.0,11.0
O95631,Netrin-1,NTN1,Intervertebral_disc_OAF,OAF,Homo sapiens,,26.81216666666667,,-0.2946816531035048,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,NTN1,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,0.0,9.0
O95841,Angiopoietin-related protein 1,ANGPTL1,Intervertebral_disc_OAF,OAF,Homo sapiens,,24.32865,,-1.1199713953922963,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ANGPTL1,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,0.0,2.0
O95967,EGF-containing fibulin-like extracellular matrix protein 2,EFEMP2,Intervertebral_disc_OAF,OAF,Homo sapiens,28.26695833333333,28.324333333333332,-0.040428820336086704,0.1724492140903911,0.2128780344264778,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,EFEMP2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
O96014,Protein Wnt-11,WNT11,Intervertebral_disc_OAF,OAF,Homo sapiens,21.9547,,-2.1055202561679183,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,WNT11,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,1.0,0.0
P00488,Coagulation factor XIII A chain,F13A1,Intervertebral_disc_OAF,OAF,Homo sapiens,28.440358333333336,30.6189,0.009786321254801418,0.8371583379306192,0.8273720166758178,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F13A1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P00734,Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain,F2,Intervertebral_disc_OAF,OAF,Homo sapiens,26.150924999999997,30.010325,-0.6783779540170347,0.6656829286395763,1.3440608826566112,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P00740,Coagulation factor IX;Coagulation factor IXa light chain;Coagulation factor IXa heavy chain,F9,Intervertebral_disc_OAF,OAF,Homo sapiens,27.0937,26.80645,-0.3882184775720864,-0.29649538794837443,0.09172308962371195,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F9,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,1.0,10.0
P00742,Coagulation factor X;Factor X light chain;Factor X heavy chain;Activated factor Xa heavy chain,F10,Intervertebral_disc_OAF,OAF,Homo sapiens,27.185,26.549444444444443,-0.3606378802473215,-0.3784234850264266,-0.01778560477910507,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F10,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,1.0,9.0
P00747,"Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B",PLG,Intervertebral_disc_OAF,OAF,Homo sapiens,26.424958333333333,32.226683333333334,-0.593012366090815,1.2747683466856232,1.867780712776438,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PLG,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P00748,Coagulation factor XII;Coagulation factor XIIa heavy chain;Beta-factor XIIa part 1;Coagulation factor XIIa light chain,F12,Intervertebral_disc_OAF,OAF,Homo sapiens,26.1359,28.222827272727272,-0.683083354746151,0.14185511427816064,0.8249384690243117,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,F12,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,4.0,11.0
P00750,Tissue-type plasminogen activator;Tissue-type plasminogen activator chain A;Tissue-type plasminogen activator chain B,PLAT,Intervertebral_disc_OAF,OAF,Homo sapiens,,23.5475,,-1.3963650933716898,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PLAT,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,0.0,1.0
P01008,Antithrombin-III,SERPINC1,Intervertebral_disc_OAF,OAF,Homo sapiens,29.050700000000003,31.41454166666667,0.18421308707620987,1.0564308205857083,0.8722177335094984,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINC1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P01009,Alpha-1-antitrypsin;Short peptide from AAT,SERPINA1,Intervertebral_disc_OAF,OAF,Homo sapiens,33.65318333333334,34.99028333333333,1.3955711097098158,1.9796961883434225,0.5841250786336067,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINA1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P01011,Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less,SERPINA3,Intervertebral_disc_OAF,OAF,Homo sapiens,31.530225,32.69965,0.8581674522400127,1.3994756362697731,0.5413081840297604,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SERPINA3,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P01019,Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4,AGT,Intervertebral_disc_OAF,OAF,Homo sapiens,28.3931,28.732209090909087,-0.0038699043552285774,0.2943251294434331,0.2981950337986617,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AGT,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,11.0,11.0
P01023,Alpha-2-macroglobulin,A2M,Intervertebral_disc_OAF,OAF,Homo sapiens,31.250225,33.51998333333334,0.7846833586792722,1.6116793697550678,0.8269960110757956,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,A2M,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P01033,Metalloproteinase inhibitor 1,TIMP1,Intervertebral_disc_OAF,OAF,Homo sapiens,29.53171666666667,30.095175,0.31920234918770735,0.6897915936625808,0.37058924447487346,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TIMP1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P01034,Cystatin-C,CST3,Intervertebral_disc_OAF,OAF,Homo sapiens,28.757325000000005,28.900058333333337,0.1008173808528927,0.3439946900092119,0.2431773091563192,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CST3,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P01042,Kininogen-1;Kininogen-1 heavy chain;T-kinin;Bradykinin;Lysyl-bradykinin;Kininogen-1 light chain;Low molecular weight growth-promoting factor,KNG1,Intervertebral_disc_OAF,OAF,Homo sapiens,28.27973636363636,30.784791666666667,-0.03671827190009602,0.8833285771249411,0.9200468490250371,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KNG1,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,11.0,12.0
P01137,Transforming growth factor beta-1;Latency-associated peptide,TGFB1,Intervertebral_disc_OAF,OAF,Homo sapiens,25.639816666666665,25.59135,-0.8399235288818555,-0.6907293548678661,0.14919417401398938,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TGFB1,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,6.0,8.0
P01138,Beta-nerve growth factor,NGF,Intervertebral_disc_OAF,OAF,Homo sapiens,,23.1914,,-1.5252954211561267,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,NGF,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,0.0,1.0
P01344,Insulin-like growth factor II;Insulin-like growth factor II;Insulin-like growth factor II Ala-25 Del;Preptin,IGF2,Intervertebral_disc_OAF,OAF,Homo sapiens,,25.4199,,-0.7478012201911799,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IGF2,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,0.0,1.0
P02452,Collagen alpha-1(I) chain,COL1A1,Intervertebral_disc_OAF,OAF,Homo sapiens,35.61067500000001,33.96854166666667,1.8626781544668585,1.725589664842143,-0.13708848962471554,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL1A1,Collagens,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P02458,Collagen alpha-1(II) chain;Collagen alpha-1(II) chain;Chondrocalcin,COL2A1,Intervertebral_disc_OAF,OAF,Homo sapiens,37.27206666666667,34.52784166666667,2.2399358711952195,1.8655929424640638,-0.3743429287311557,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL2A1,Collagens,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P02461,Collagen alpha-1(III) chain,COL3A1,Intervertebral_disc_OAF,OAF,Homo sapiens,30.639083333333332,30.213125,0.622052288239438,0.7231959932498337,0.10114370501039571,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL3A1,Collagens,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P02462,Collagen alpha-1(IV) chain;Arresten,COL4A1,Intervertebral_disc_OAF,OAF,Homo sapiens,26.8393,27.40787142857143,-0.4655450133471638,-0.1076964248885036,0.3578485884586602,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COL4A1,Collagens,Core matrisome,Level 1: Gene Symbol,100,5.0,7.0
P02671,Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain,FGA,Intervertebral_disc_OAF,OAF,Homo sapiens,29.742075,34.02445,0.37756879364270457,1.7396849280444484,1.3621161344017438,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FGA,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P02675,Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain,FGB,Intervertebral_disc_OAF,OAF,Homo sapiens,30.467008333333336,34.48910833333334,0.5756943474216512,1.8559685348437565,1.2802741874221053,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FGB,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P02679,Fibrinogen gamma chain,FGG,Intervertebral_disc_OAF,OAF,Homo sapiens,30.376774999999995,34.668033333333334,0.5512835738147182,1.900340080273297,1.3490565064585789,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FGG,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P02745,Complement C1q subcomponent subunit A,C1QA,Intervertebral_disc_OAF,OAF,Homo sapiens,26.4829,26.290185714285716,-0.5750719213005987,-0.46184790892556177,0.11322401237503693,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C1QA,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,2.0,7.0
P02746,Complement C1q subcomponent subunit B,C1QB,Intervertebral_disc_OAF,OAF,Homo sapiens,27.728825,27.8877,-0.19818359251933806,0.04008719868967216,0.23827079120901024,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C1QB,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,4.0,11.0
P02747,Complement C1q subcomponent subunit C,C1QC,Intervertebral_disc_OAF,OAF,Homo sapiens,28.1796,28.35261,-0.065839851378281,0.18095299127501327,0.24679284265329426,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,C1QC,ECM-affiliated Proteins,Matrisome-associated,Level 1: Gene Symbol,100,2.0,10.0
P02750,Leucine-rich alpha-2-glycoprotein,LRG1,Intervertebral_disc_OAF,OAF,Homo sapiens,26.1182625,28.799025000000004,-0.6886102412244615,0.31413065115188593,1.0027408923763474,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LRG1,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,8.0,12.0
P02751,Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3,FN1,Intervertebral_disc_OAF,OAF,Homo sapiens,37.53119166666667,38.90684166666667,2.297295704949821,2.8911115113172445,0.5938158063674237,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FN1,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
P02760,Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin,AMBP,Intervertebral_disc_OAF,OAF,Homo sapiens,31.06346666666667,31.308908333333335,0.7353143579125023,1.0276309311985765,0.2923165732860742,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AMBP,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,12.0,12.0
P02775,Platelet basic protein;Connective tissue-activating peptide III;TC-2;Connective tissue-activating peptide III(1-81);Beta-thromboglobulin;Neutrophil-activating peptide 2(74);Neutrophil-activating peptide 2(73);Neutrophil-activating peptide 2;TC-1;Neutrophil-activating peptide 2(1-66);Neutrophil-activating peptide 2(1-63),PPBP,Intervertebral_disc_OAF,OAF,Homo sapiens,26.162725,24.405066666666663,-0.6746843563189793,-1.0933921377288054,-0.4187077814098261,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PPBP,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,4.0,3.0
P02776;P10720,"Platelet factor 4;Platelet factor 4, short form;Platelet factor 4 variant;Platelet factor 4 variant(4-74);Platelet factor 4 variant(5-74);Platelet factor 4 variant(6-74)",PF4;PF4V1,Intervertebral_disc_OAF,OAF,Homo sapiens,,25.20103333333333,,-0.8211976084950898,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PF4,Secreted Factors,Matrisome-associated,Level 2: UniProt ID,95,0.0,3.0
